Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
0464,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($19442),True,-2.85%,-39.38%,-0.07,16.78,174,43.68%,-1.03%,10.95%,10.33%,119.33,60.38,0.81,14.28%,-0.19,92.31%,124.97%,92.72%,127.03%,-15.62%,-5.50%,-5.03%,0.00%,0.00%,-39.38%,-23.59%,-23.49%,-14.14%,-13.21%,-0.20,-0.10,225,150,9,0.025,50,200
0465,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($2964),True,-0.27%,-30.72%,-0.01,16.07,172,43.02%,-0.03%,13.27%,10.07%,122.80,60.17,0.97,14.37%,0.07,93.26%,127.45%,93.67%,129.51%,5.33%,1.75%,-1.24%,0.00%,0.00%,-30.72%,-25.43%,-7.63%,-14.07%,-14.51%,-0.02,-0.01,225,150,12,0.025,50,200
0466,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$94913,True,9.78%,-57.70%,0.17,33.46,129,43.41%,7.97%,42.38%,18.43%,177.48,76.86,1.48,31.36%,0.68,98.88%,141.14%,99.02%,148.76%,87.09%,23.22%,16.65%,0.00%,0.00%,-57.70%,-51.86%,-45.45%,-28.45%,-32.05%,0.34,0.19,225,175,10,0.05,50,200
0467,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28396,True,3.62%,-16.86%,0.21,7.84,253,42.69%,1.14%,8.11%,4.04%,97.19,31.04,1.40,7.93%,0.70,85.70%,107.46%,86.21%,108.68%,14.27%,4.55%,-0.08%,0.00%,0.00%,-16.86%,-14.64%,-9.77%,-6.05%,-4.76%,0.60,0.26,150,175,11,0.015,50,200
0468,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$68908,True,7.61%,-35.32%,0.22,17.78,197,42.13%,3.36%,24.17%,11.78%,122.47,50.15,1.37,21.17%,0.68,98.26%,129.27%,98.52%,132.14%,31.84%,9.65%,6.71%,0.00%,0.00%,-35.32%,-23.14%,-23.00%,-15.31%,-15.93%,0.50,0.28,150,200,12,0.04,50,200
0469,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28757,True,3.71%,-24.29%,0.15,13.47,165,50.30%,1.80%,10.77%,7.28%,118.72,66.07,1.42,12.35%,0.51,92.86%,114.97%,93.32%,118.21%,24.50%,7.58%,5.53%,0.00%,0.00%,-24.29%,-22.69%,-6.70%,-11.64%,-14.25%,0.32,0.21,250,175,9,0.02,50,200
0470,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$42582,True,5.19%,-22.69%,0.23,12.98,164,50.61%,2.51%,12.30%,7.52%,120.54,65.25,1.61,12.54%,0.68,93.38%,119.72%,93.83%,121.16%,40.02%,11.88%,7.70%,0.00%,0.00%,-22.69%,-22.17%,-13.10%,-11.01%,-12.87%,0.47,0.27,250,250,10,0.02,50,200
0471,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$62528,True,6.82%,-42.00%,0.16,20.26,138,45.65%,4.39%,26.61%,14.27%,163.02,73.65,1.43,20.72%,0.66,100.92%,128.57%,101.19%,136.64%,34.47%,10.38%,2.61%,0.00%,0.00%,-42.00%,-35.98%,-25.04%,-17.39%,-17.28%,0.39,0.20,250,150,10,0.035,50,200
0472,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$19320,True,2.56%,-55.96%,0.05,33.51,129,40.31%,2.98%,35.21%,18.79%,176.31,80.51,1.13,26.66%,0.34,99.75%,133.14%,99.92%,139.72%,67.53%,18.77%,2.97%,0.00%,0.00%,-55.96%,-35.60%,-17.47%,-29.49%,-32.57%,0.09,0.07,250,200,11,0.045,50,200
0473,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$83844,True,8.88%,-43.52%,0.20,24.46,130,46.15%,6.32%,33.66%,17.11%,167.87,78.33,1.56,24.97%,0.71,97.17%,131.57%,97.35%,133.46%,79.90%,21.62%,11.85%,0.00%,0.00%,-43.52%,-30.03%,-24.09%,-20.99%,-22.97%,0.42,0.27,225,250,11,0.045,50,200
0474,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$195340,True,16.28%,-51.62%,0.32,28.26,123,46.34%,11.43%,43.90%,16.61%,183.02,80.56,1.99,31.55%,0.96,100.27%,129.74%,100.42%,136.01%,105.05%,27.04%,26.61%,0.00%,0.00%,-51.62%,-41.60%,-39.93%,-23.32%,-22.69%,0.70,0.37,225,250,11,0.05,50,200
0475,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$69225,True,7.52%,-24.85%,0.30,12.5,209,44.50%,2.98%,17.35%,8.55%,109.96,46.09,1.49,15.91%,0.81,96.45%,120.87%,96.82%,123.49%,30.97%,9.41%,3.64%,0.00%,0.00%,-24.85%,-23.34%,-22.84%,-9.99%,-9.89%,0.75,0.32,150,175,8,0.03,50,200
0476,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$33728,True,4.05%,-31.91%,0.13,14.49,154,42.86%,2.28%,17.75%,9.32%,129.32,76.58,1.37,16.03%,0.50,93.73%,120.67%,94.08%,121.52%,37.95%,11.32%,4.07%,0.00%,0.00%,-31.91%,-23.33%,-9.86%,-12.20%,-13.40%,0.33,0.19,225,175,12,0.03,50,200
0477,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28545,True,3.49%,-28.20%,0.12,14.41,183,45.90%,1.85%,15.38%,9.63%,119.02,54.14,1.26,15.12%,0.46,93.74%,114.94%,94.12%,118.19%,19.61%,6.15%,1.39%,0.00%,0.00%,-28.20%,-24.93%,-24.39%,-12.35%,-13.33%,0.28,0.13,175,175,12,0.03,50,200
0478,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$32347,True,4.05%,-28.54%,0.14,15.38,168,42.86%,2.27%,18.08%,9.58%,121.51,65.45,1.32,15.70%,0.49,91.65%,122.12%,92.00%,123.86%,38.91%,11.58%,3.62%,0.00%,0.00%,-28.54%,-25.79%,-23.47%,-12.77%,-14.21%,0.32,0.16,200,175,12,0.03,50,200
0479,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$32347,True,4.05%,-28.54%,0.14,15.38,168,42.86%,2.27%,18.08%,9.58%,121.51,65.45,1.32,15.70%,0.49,91.65%,122.12%,92.00%,123.86%,38.91%,11.58%,3.62%,0.00%,0.00%,-28.54%,-25.79%,-23.47%,-12.77%,-14.21%,0.32,0.16,200,200,12,0.03,50,200
0480,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$83477,True,8.82%,-31.79%,0.28,15.69,150,46.67%,5.14%,25.42%,12.61%,149.74,63.94,1.55,19.85%,0.79,95.99%,127.08%,96.27%,128.35%,29.01%,8.86%,7.01%,0.00%,0.00%,-31.79%,-26.68%,-22.51%,-12.83%,-12.09%,0.69,0.33,200,200,12,0.035,50,200
0481,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$88959,True,9.31%,-43.90%,0.21,23.04,160,39.38%,5.57%,36.96%,14.81%,148.87,64.05,1.42,25.13%,0.73,99.73%,131.38%,99.91%,136.02%,40.31%,11.95%,11.60%,0.00%,0.00%,-43.90%,-27.15%,-23.13%,-19.68%,-19.85%,0.47,0.30,175,200,12,0.045,50,200
0482,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$94463,True,9.73%,-46.54%,0.21,22.29,172,40.12%,4.66%,33.49%,14.65%,133.65,63.31,1.42,28.67%,0.72,103.62%,137.28%,103.81%,142.30%,34.88%,10.49%,17.51%,0.00%,0.00%,-46.54%,-40.46%,-26.70%,-18.32%,-15.85%,0.53,0.26,175,200,8,0.045,50,200
0483,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$52073,True,6.06%,-39.01%,0.16,22.82,203,45.32%,2.75%,22.88%,13.94%,112.09,50.11,1.27,24.32%,0.55,99.22%,136.12%,99.44%,140.11%,37.75%,11.27%,6.30%,0.00%,0.00%,-39.01%,-24.81%,-24.15%,-20.36%,-21.68%,0.30,0.21,150,175,10,0.045,50,200
0484,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$47839,True,5.66%,-49.07%,0.12,28.93,201,41.29%,3.40%,29.72%,15.11%,119.75,50.09,1.20,29.20%,0.51,100.76%,133.32%,100.92%,142.52%,38.63%,11.50%,6.47%,0.00%,0.00%,-49.07%,-43.90%,-30.35%,-25.01%,-28.09%,0.23,0.14,150,175,10,0.05,50,200
0485,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$147886,True,13.50%,-51.61%,0.26,28.85,117,45.30%,9.28%,42.60%,18.32%,192.72,85.61,1.82,31.05%,0.85,104.24%,137.15%,104.39%,141.46%,106.80%,27.40%,14.49%,0.00%,0.00%,-51.61%,-50.32%,-31.78%,-24.04%,-25.77%,0.56,0.30,250,200,10,0.05,50,200
0486,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$3201,True,0.52%,-56.44%,0.01,34.78,132,42.42%,1.91%,31.03%,19.54%,167.57,80.39,1.02,25.66%,0.22,101.14%,133.86%,101.34%,138.47%,48.21%,14.02%,1.38%,0.00%,0.00%,-56.44%,-8.26%,-4.28%,-31.33%,-34.41%,0.02,0.02,250,150,10,0.045,50,200
0487,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$66219,True,7.38%,-51.73%,0.14,29.92,128,44.53%,5.58%,35.52%,18.46%,181.35,73.61,1.37,27.50%,0.60,101.80%,129.81%,101.99%,135.76%,57.41%,16.33%,8.62%,0.00%,0.00%,-51.73%,-51.06%,-37.56%,-25.45%,-26.26%,0.29,0.16,250,150,8,0.045,50,200
0488,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$19320,True,2.56%,-55.96%,0.05,33.51,129,40.31%,2.98%,35.21%,18.79%,176.31,80.51,1.13,26.66%,0.34,99.75%,133.14%,99.92%,139.72%,67.53%,18.77%,2.97%,0.00%,0.00%,-55.96%,-35.60%,-17.47%,-29.49%,-32.57%,0.09,0.07,250,175,11,0.045,50,200
0489,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$66219,True,7.38%,-51.73%,0.14,29.92,128,44.53%,5.58%,35.52%,18.46%,181.35,73.61,1.37,27.50%,0.60,101.80%,129.81%,101.99%,135.76%,57.41%,16.33%,8.62%,0.00%,0.00%,-51.73%,-51.06%,-37.56%,-25.45%,-26.26%,0.29,0.16,250,175,8,0.045,50,200
0490,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$3201,True,0.52%,-56.44%,0.01,34.78,132,42.42%,1.91%,31.03%,19.54%,167.57,80.39,1.02,25.66%,0.22,101.14%,133.86%,101.34%,138.47%,48.21%,14.02%,1.38%,0.00%,0.00%,-56.44%,-8.26%,-4.28%,-31.33%,-34.41%,0.02,0.02,250,175,10,0.045,50,200
0491,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$47966,True,5.67%,-50.83%,0.11,30.7,123,43.09%,4.84%,36.12%,18.84%,185.70,79.07,1.30,25.29%,0.51,99.68%,132.87%,99.85%,140.94%,73.81%,20.23%,5.57%,0.00%,0.00%,-50.83%,-32.03%,-18.70%,-26.38%,-29.07%,0.21,0.17,250,175,12,0.045,50,200
0492,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$76476,True,8.24%,-39.96%,0.21,22.92,152,44.74%,4.99%,26.03%,12.03%,150.38,63.62,1.52,19.88%,0.74,96.68%,128.56%,96.96%,130.36%,38.44%,11.45%,7.12%,0.00%,0.00%,-39.96%,-25.44%,-18.45%,-19.57%,-20.82%,0.42,0.29,200,200,10,0.035,50,200
0493,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$120557,True,11.43%,-27.06%,0.42,13.42,192,46.35%,4.80%,21.59%,9.72%,116.24,50.36,1.75,19.15%,1.03,96.90%,122.57%,97.20%,125.31%,37.27%,11.14%,8.30%,0.00%,0.00%,-27.06%,-25.10%,-24.45%,-10.89%,-9.86%,1.05,0.45,150,150,11,0.035,50,200
0494,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31978,True,4.00%,-39.38%,0.10,23.6,202,44.06%,2.08%,23.04%,14.43%,113.57,50.95,1.16,24.42%,0.42,99.18%,130.92%,99.40%,134.50%,20.93%,6.54%,3.04%,0.00%,0.00%,-39.38%,-23.98%,-19.39%,-21.05%,-23.06%,0.19,0.14,150,200,11,0.045,50,200
0495,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$44730,True,5.35%,-16.17%,0.33,6.26,188,44.15%,2.12%,10.16%,4.23%,122.29,47.29,1.81,8.89%,0.95,88.43%,113.65%,88.94%,115.42%,16.67%,5.27%,3.67%,0.00%,0.00%,-16.17%,-10.86%,-9.18%,-4.67%,-3.54%,1.15,0.44,250,175,12,0.015,50,200
0496,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49052,True,5.78%,-14.13%,0.41,6.69,217,46.08%,2.03%,9.28%,4.16%,103.73,38.73,1.77,8.20%,1.08,85.84%,116.01%,86.35%,119.16%,19.40%,6.09%,2.24%,0.00%,0.00%,-14.13%,-14.10%,-11.03%,-5.02%,-3.34%,1.15,0.44,175,175,12,0.015,50,200
0497,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$101028,True,10.01%,-36.28%,0.28,17.73,160,43.75%,5.35%,26.36%,11.00%,144.01,58.14,1.67,20.02%,0.90,96.77%,122.52%,97.03%,126.41%,40.71%,12.06%,7.85%,0.00%,0.00%,-36.28%,-28.82%,-17.79%,-14.75%,-14.11%,0.68,0.36,175,175,12,0.035,50,200
0498,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$39032,True,4.82%,-17.34%,0.28,9.28,201,48.26%,1.89%,10.57%,6.21%,102.72,51.86,1.55,10.90%,0.70,91.61%,117.70%,92.11%,120.74%,46.48%,13.57%,5.34%,0.00%,0.00%,-17.34%,-15.75%,-10.59%,-7.75%,-7.72%,0.62,0.33,175,175,12,0.02,50,200
0499,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$7876,True,1.21%,-30.91%,0.04,13.54,156,47.44%,0.70%,12.54%,9.97%,133.76,68.02,1.09,14.26%,0.22,94.12%,118.75%,94.53%,123.06%,6.36%,2.08%,1.25%,0.00%,0.00%,-30.91%,-24.97%,-8.22%,-11.77%,-13.20%,0.10,0.06,250,250,11,0.025,50,200
0500,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38891,True,4.76%,-24.32%,0.20,11.61,221,44.80%,1.77%,13.33%,7.62%,101.14,43.85,1.35,13.13%,0.63,93.24%,117.76%,93.69%,119.14%,34.02%,10.25%,3.43%,0.00%,0.00%,-24.32%,-22.27%,-17.02%,-9.60%,-8.99%,0.50,0.22,150,250,9,0.025,50,200
0501,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($1990),True,-0.18%,-32.04%,-0.01,15.05,163,47.85%,0.12%,11.56%,10.37%,121.08,67.02,0.98,14.11%,0.08,93.64%,119.70%,94.06%,124.95%,7.19%,2.34%,-0.98%,0.00%,0.00%,-32.04%,-24.79%,-23.14%,-13.11%,-14.94%,-0.01,-0.01,250,250,9,0.025,50,200
0502,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49142,True,5.79%,-19.09%,0.30,7.33,183,44.26%,2.43%,11.65%,4.89%,123.04,50.79,1.83,8.92%,1.01,88.88%,113.85%,89.40%,115.69%,26.57%,8.17%,5.40%,0.00%,0.00%,-19.09%,-9.94%,-8.62%,-5.39%,-4.12%,1.07,0.46,250,250,9,0.015,50,200
0503,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28757,True,3.71%,-24.29%,0.15,13.47,165,50.30%,1.80%,10.77%,7.28%,118.72,66.07,1.42,12.35%,0.51,92.86%,114.97%,93.32%,118.21%,24.50%,7.58%,5.53%,0.00%,0.00%,-24.29%,-22.69%,-6.70%,-11.64%,-14.25%,0.32,0.21,250,250,9,0.02,50,200
0504,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$3201,True,0.52%,-56.44%,0.01,34.78,132,42.42%,1.91%,31.03%,19.54%,167.57,80.39,1.02,25.66%,0.22,101.14%,133.86%,101.34%,138.47%,48.21%,14.02%,1.38%,0.00%,0.00%,-56.44%,-8.26%,-4.28%,-31.33%,-34.41%,0.02,0.02,250,225,10,0.045,50,200
0505,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$3201,True,0.52%,-56.44%,0.01,34.78,132,42.42%,1.91%,31.03%,19.54%,167.57,80.39,1.02,25.66%,0.22,101.14%,133.86%,101.34%,138.47%,48.21%,14.02%,1.38%,0.00%,0.00%,-56.44%,-8.26%,-4.28%,-31.33%,-34.41%,0.02,0.02,250,200,10,0.045,50,200
0506,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$19320,True,2.56%,-55.96%,0.05,33.51,129,40.31%,2.98%,35.21%,18.79%,176.31,80.51,1.13,26.66%,0.34,99.75%,133.14%,99.92%,139.72%,67.53%,18.77%,2.97%,0.00%,0.00%,-55.96%,-35.60%,-17.47%,-29.49%,-32.57%,0.09,0.07,250,150,11,0.045,50,200
0507,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$83844,True,8.88%,-43.52%,0.20,24.46,130,46.15%,6.32%,33.66%,17.11%,167.87,78.33,1.56,24.97%,0.71,97.17%,131.57%,97.35%,133.46%,79.90%,21.62%,11.85%,0.00%,0.00%,-43.52%,-30.03%,-24.09%,-20.99%,-22.97%,0.42,0.27,225,150,11,0.045,50,200
0508,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$24082,True,3.05%,-24.06%,0.13,13.44,187,45.99%,1.43%,11.18%,6.88%,111.20,56.58,1.34,11.62%,0.47,91.54%,118.39%,92.02%,120.63%,40.93%,12.12%,4.03%,0.00%,0.00%,-24.06%,-17.87%,-11.14%,-11.70%,-12.41%,0.26,0.17,200,225,12,0.02,50,200
0509,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25295,True,3.33%,-28.32%,0.12,13.02,153,48.37%,1.78%,14.36%,10.01%,140.03,65.05,1.29,14.85%,0.42,95.28%,121.29%,95.67%,126.26%,26.63%,8.19%,4.34%,0.00%,0.00%,-28.32%,-24.97%,-20.09%,-11.42%,-12.96%,0.29,0.14,250,225,12,0.025,50,200
0510,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$7876,True,1.21%,-30.91%,0.04,13.54,156,47.44%,0.70%,12.54%,9.97%,133.76,68.02,1.09,14.26%,0.22,94.12%,118.75%,94.53%,123.06%,6.36%,2.08%,1.25%,0.00%,0.00%,-30.91%,-24.97%,-8.22%,-11.77%,-13.20%,0.10,0.06,250,225,11,0.025,50,200
0511,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$113429,True,11.01%,-27.28%,0.40,12.25,141,46.10%,6.20%,25.12%,9.98%,141.43,79.29,2.13,17.46%,1.06,97.71%,125.55%,98.03%,129.66%,86.52%,23.10%,11.81%,0.00%,0.00%,-27.28%,-26.72%,-23.71%,-9.69%,-8.20%,1.14,0.43,250,225,11,0.03,50,200
0512,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34110,True,4.23%,-44.11%,0.10,26.93,210,40.00%,2.39%,27.76%,14.52%,116.54,48.52,1.14,27.54%,0.44,102.09%,141.60%,102.30%,144.80%,22.96%,7.13%,6.07%,0.00%,0.00%,-44.11%,-41.33%,-32.94%,-23.84%,-25.76%,0.18,0.11,150,175,8,0.045,50,200
0513,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$90472,True,9.28%,-27.95%,0.33,13.52,142,46.48%,5.15%,23.43%,10.72%,138.79,80.03,1.88,17.36%,0.91,97.38%,127.62%,97.70%,132.12%,78.19%,21.23%,9.86%,0.00%,0.00%,-27.95%,-27.43%,-25.97%,-10.74%,-9.21%,0.86,0.34,250,175,10,0.03,50,200
0514,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$33938,True,4.08%,-28.44%,0.14,15.92,213,44.13%,1.75%,15.01%,8.73%,105.94,46.16,1.28,15.02%,0.52,94.53%,113.82%,94.93%,118.34%,25.39%,7.83%,1.28%,0.00%,0.00%,-28.44%,-24.07%,-22.89%,-13.80%,-15.86%,0.30,0.16,150,175,11,0.03,50,200
0515,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$33938,True,4.08%,-28.44%,0.14,15.92,213,44.13%,1.75%,15.01%,8.73%,105.94,46.16,1.28,15.02%,0.52,94.53%,113.82%,94.93%,118.34%,25.39%,7.83%,1.28%,0.00%,0.00%,-28.44%,-24.07%,-22.89%,-13.80%,-15.86%,0.30,0.16,150,225,11,0.03,50,200
0516,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$131739,True,12.24%,-26.95%,0.45,13.34,201,43.28%,4.76%,23.81%,9.78%,117.25,49.48,1.73,18.75%,1.11,97.78%,127.56%,98.08%,132.18%,49.10%,14.24%,7.42%,0.00%,0.00%,-26.95%,-25.20%,-24.70%,-10.98%,-10.80%,1.12,0.48,150,175,8,0.035,50,200
0517,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$17392,True,2.39%,-24.32%,0.10,12.96,230,44.78%,0.92%,10.08%,6.51%,95.49,44.55,1.20,10.85%,0.39,92.38%,116.02%,92.88%,118.14%,29.91%,9.11%,1.38%,0.00%,0.00%,-24.32%,-17.52%,-5.82%,-11.20%,-11.13%,0.21,0.15,150,150,8,0.02,50,200
0518,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14614,True,2.06%,-25.93%,0.08,13.65,230,44.78%,0.79%,9.85%,6.55%,95.65,43.97,1.17,10.60%,0.34,92.03%,115.23%,92.54%,117.29%,29.96%,9.13%,1.31%,0.00%,0.00%,-25.93%,-17.30%,-5.74%,-11.86%,-11.62%,0.17,0.13,150,150,10,0.02,50,200
0519,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$4185,True,0.72%,-25.42%,0.03,15.26,189,46.03%,0.33%,9.35%,7.35%,110.16,55.60,1.06,11.90%,0.16,91.85%,115.71%,92.34%,120.09%,18.92%,5.94%,0.87%,0.00%,0.00%,-25.42%,-22.29%,-6.57%,-13.74%,-15.11%,0.05,0.04,225,150,10,0.02,50,200
0520,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$4185,True,0.72%,-25.42%,0.03,15.26,189,46.03%,0.33%,9.35%,7.35%,110.16,55.60,1.06,11.90%,0.16,91.85%,115.71%,92.34%,120.09%,18.92%,5.94%,0.87%,0.00%,0.00%,-25.42%,-22.29%,-6.57%,-13.74%,-15.11%,0.05,0.04,225,175,10,0.02,50,200
0521,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$9094,True,1.36%,-28.61%,0.05,15.6,184,45.11%,0.68%,10.16%,7.11%,111.73,59.81,1.13,11.90%,0.24,92.11%,119.27%,92.58%,120.84%,28.49%,8.71%,1.66%,0.00%,0.00%,-28.61%,-19.37%,-11.42%,-13.62%,-14.17%,0.10,0.07,225,175,12,0.02,50,200
0522,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31193,True,3.98%,-17.34%,0.23,8.23,200,48.00%,1.54%,9.86%,6.14%,101.82,53.62,1.45,10.94%,0.59,91.93%,118.29%,92.43%,121.79%,34.79%,10.46%,4.05%,0.00%,0.00%,-17.34%,-15.25%,-10.96%,-6.88%,-6.95%,0.58,0.27,175,225,11,0.02,50,200
0523,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$35526,True,4.45%,-23.97%,0.19,14.15,168,48.21%,2.12%,12.39%,7.44%,115.67,67.86,1.50,12.58%,0.60,93.72%,119.70%,94.18%,121.14%,37.28%,11.14%,6.34%,0.00%,0.00%,-23.97%,-22.21%,-13.10%,-12.22%,-15.03%,0.36,0.23,250,225,11,0.02,50,200
0524,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$52073,True,6.06%,-39.01%,0.16,22.82,203,45.32%,2.75%,22.88%,13.94%,112.09,50.11,1.27,24.32%,0.55,99.22%,136.12%,99.44%,140.11%,37.75%,11.27%,6.30%,0.00%,0.00%,-39.01%,-24.81%,-24.15%,-20.36%,-21.68%,0.30,0.21,150,225,10,0.045,50,200
0525,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38692,True,4.73%,-39.17%,0.12,23.06,199,44.22%,2.44%,23.49%,14.24%,114.94,51.79,1.19,24.26%,0.47,99.23%,132.55%,99.44%,135.35%,17.89%,5.64%,2.93%,0.00%,0.00%,-39.17%,-23.98%,-18.18%,-20.53%,-22.22%,0.23,0.17,150,225,12,0.045,50,200
0526,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$140082,True,12.92%,-37.26%,0.35,16.79,138,41.30%,8.44%,41.69%,14.95%,169.84,73.17,1.72,26.71%,0.89,98.64%,140.17%,98.82%,148.05%,76.93%,20.95%,13.40%,0.00%,0.00%,-37.26%,-31.97%,-22.77%,-13.34%,-11.46%,0.97,0.42,200,225,12,0.045,50,200
0527,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$146911,True,13.36%,-40.91%,0.33,24.23,138,44.93%,9.65%,40.66%,15.65%,165.73,69.97,1.67,27.96%,0.90,97.72%,129.04%,97.89%,135.75%,75.48%,20.62%,17.30%,0.00%,0.00%,-40.91%,-38.48%,-35.90%,-20.27%,-20.01%,0.66,0.35,200,225,9,0.045,50,200
0528,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$146911,True,13.36%,-40.91%,0.33,24.23,138,44.93%,9.65%,40.66%,15.65%,165.73,69.97,1.67,27.96%,0.90,97.72%,129.04%,97.89%,135.75%,75.48%,20.62%,17.30%,0.00%,0.00%,-40.91%,-38.48%,-35.90%,-20.27%,-20.01%,0.66,0.35,200,150,9,0.045,50,200
0529,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$51999,True,6.02%,-17.18%,0.35,7.72,204,47.06%,2.32%,10.33%,4.79%,106.85,44.43,1.82,8.39%,1.11,87.32%,115.22%,87.86%,116.83%,34.75%,10.45%,4.01%,0.00%,0.00%,-17.18%,-17.06%,-7.38%,-5.64%,-3.53%,1.07,0.43,200,150,9,0.015,50,200
0530,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$52580,True,6.12%,-15.90%,0.38,7.57,215,46.05%,2.20%,10.38%,4.77%,104.34,40.74,1.76,8.25%,1.14,87.01%,116.40%,87.54%,119.61%,33.39%,10.08%,3.40%,0.00%,0.00%,-15.90%,-15.39%,-7.31%,-5.57%,-3.91%,1.10,0.48,175,200,9,0.015,50,200
0531,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49052,True,5.78%,-14.13%,0.41,6.69,217,46.08%,2.03%,9.28%,4.16%,103.73,38.73,1.77,8.20%,1.08,85.84%,116.01%,86.35%,119.16%,19.40%,6.09%,2.24%,0.00%,0.00%,-14.13%,-14.10%,-11.03%,-5.02%,-3.34%,1.15,0.44,175,200,12,0.015,50,200
