Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
0001,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$152326,True,13.70%,-37.08%,0.37,16.41,136,45.59%,9.41%,38.61%,15.06%,166.03,71.57,1.81,25.99%,0.96,97.03%,128.99%,97.19%,134.01%,89.59%,23.77%,14.74%,0.00%,0.00%,-37.08%,-31.04%,-22.78%,-13.10%,-11.36%,1.05,0.45,200,200,10,0.045,50,200
0002,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$30035,True,3.78%,-36.22%,0.10,15,168,44.64%,2.25%,21.09%,12.93%,134.72,59.32,1.17,20.44%,0.42,96.90%,131.79%,97.15%,134.20%,-9.99%,-3.45%,-1.48%,0.00%,0.00%,-36.22%,-31.11%,-22.26%,-12.64%,-11.35%,0.30,0.13,175,200,10,0.04,50,200
0003,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$197160,True,16.38%,-50.16%,0.33,25.1,164,39.63%,8.03%,44.89%,16.17%,149.37,62.35,1.76,33.41%,0.97,106.54%,146.24%,106.68%,154.24%,89.35%,23.72%,24.97%,0.00%,0.00%,-50.16%,-42.38%,-29.67%,-21.39%,-22.62%,0.77,0.40,175,200,9,0.05,50,200
0004,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$403488,True,25.20%,-47.66%,0.53,21.63,161,40.37%,12.57%,54.88%,16.08%,152.12,62.72,2.34,34.51%,1.29,106.28%,143.39%,106.41%,145.19%,158.98%,37.33%,35.72%,0.00%,0.00%,-47.66%,-36.44%,-36.00%,-17.73%,-17.86%,1.42,0.63,175,200,8,0.05,50,200
0005,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49594,True,5.70%,-27.35%,0.21,13.68,185,47.03%,2.84%,17.14%,9.84%,119.63,50.58,1.41,15.88%,0.65,94.77%,119.24%,95.14%,121.00%,37.16%,11.11%,3.05%,0.00%,0.00%,-27.35%,-26.34%,-23.01%,-11.23%,-11.42%,0.51,0.22,175,200,8,0.03,50,200
0006,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$24880,True,3.07%,-28.18%,0.11,15.29,187,44.39%,1.63%,15.64%,9.56%,118.60,52.58,1.22,15.10%,0.42,93.70%,114.94%,94.07%,118.21%,23.61%,7.32%,0.81%,0.00%,0.00%,-28.18%,-26.95%,-24.93%,-13.15%,-14.16%,0.23,0.12,175,250,10,0.03,50,200
0007,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$43911,True,5.12%,-24.43%,0.21,12.83,212,42.45%,2.11%,15.75%,7.94%,108.71,47.32,1.38,15.04%,0.63,95.47%,114.10%,95.86%,119.48%,36.02%,10.80%,4.32%,0.00%,0.00%,-24.43%,-23.17%,-22.06%,-10.70%,-10.24%,0.48,0.22,150,250,10,0.03,50,200
0008,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14614,True,2.06%,-25.93%,0.08,13.65,230,44.78%,0.79%,9.85%,6.55%,95.65,43.97,1.17,10.60%,0.34,92.03%,115.23%,92.54%,117.29%,29.96%,9.13%,1.31%,0.00%,0.00%,-25.93%,-17.30%,-5.74%,-11.86%,-11.62%,0.17,0.13,150,250,10,0.02,50,200
0009,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$40703,True,5.00%,-16.96%,0.29,7.95,201,47.26%,1.92%,11.32%,6.50%,105.60,51.42,1.53,11.26%,0.70,92.80%,118.21%,93.28%,121.53%,44.34%,13.01%,5.50%,0.00%,0.00%,-16.96%,-16.15%,-10.96%,-6.56%,-6.22%,0.76,0.34,175,250,10,0.02,50,200
0010,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$46047,True,5.54%,-22.49%,0.25,9.95,198,46.46%,2.37%,14.65%,8.29%,111.38,51.24,1.43,13.28%,0.70,93.91%,122.45%,94.35%,124.25%,43.64%,12.83%,5.05%,0.00%,0.00%,-22.49%,-19.10%,-17.92%,-7.93%,-6.94%,0.70,0.28,175,250,10,0.025,50,200
0011,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$83065,True,8.60%,-35.67%,0.24,18.21,165,43.03%,4.48%,24.79%,10.87%,138.04,58.71,1.53,19.86%,0.80,97.02%,122.52%,97.29%,126.08%,26.76%,8.22%,7.01%,0.00%,0.00%,-35.67%,-32.28%,-17.44%,-15.32%,-14.80%,0.56,0.30,175,250,10,0.035,50,200
0012,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$120360,True,11.42%,-25.19%,0.45,11.98,195,46.67%,4.61%,20.49%,9.28%,112.35,50.10,1.78,18.54%,1.05,96.05%,122.57%,96.36%,125.31%,37.07%,11.08%,7.97%,0.00%,0.00%,-25.19%,-24.45%,-22.52%,-9.46%,-7.83%,1.21,0.47,150,250,10,0.035,50,200
0013,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$120557,True,11.43%,-27.06%,0.42,13.42,192,46.35%,4.80%,21.59%,9.72%,116.24,50.36,1.75,19.15%,1.03,96.90%,122.57%,97.20%,125.31%,37.27%,11.14%,8.30%,0.00%,0.00%,-27.06%,-25.10%,-24.45%,-10.89%,-9.86%,1.05,0.45,150,175,11,0.035,50,200
0014,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$144313,True,13.02%,-29.89%,0.44,14.48,189,46.56%,5.45%,22.53%,9.44%,120.51,53.05,1.89,19.64%,1.13,97.17%,122.49%,97.46%,125.15%,41.99%,12.40%,9.94%,0.00%,0.00%,-29.89%,-26.87%,-23.49%,-11.57%,-10.29%,1.13,0.49,150,250,12,0.035,50,200
0015,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$122725,True,11.63%,-26.95%,0.43,13.11,198,44.44%,4.66%,22.21%,9.39%,115.34,48.50,1.72,18.45%,1.07,96.81%,126.72%,97.11%,129.81%,35.31%,10.60%,7.13%,0.00%,0.00%,-26.95%,-24.45%,-24.17%,-10.61%,-9.70%,1.10,0.46,150,250,9,0.035,50,200
0016,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$144313,True,13.02%,-29.89%,0.44,14.48,189,46.56%,5.45%,22.53%,9.44%,120.51,53.05,1.89,19.64%,1.13,97.17%,122.49%,97.46%,125.15%,41.99%,12.40%,9.94%,0.00%,0.00%,-29.89%,-26.87%,-23.49%,-11.57%,-10.29%,1.13,0.49,150,200,12,0.035,50,200
0017,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$131739,True,12.24%,-26.95%,0.45,13.34,201,43.28%,4.76%,23.81%,9.78%,117.25,49.48,1.73,18.75%,1.11,97.78%,127.56%,98.08%,132.18%,49.10%,14.24%,7.42%,0.00%,0.00%,-26.95%,-25.20%,-24.70%,-10.98%,-10.80%,1.12,0.48,150,200,8,0.035,50,200
0018,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$131739,True,12.24%,-26.95%,0.45,13.34,201,43.28%,4.76%,23.81%,9.78%,117.25,49.48,1.73,18.75%,1.11,97.78%,127.56%,98.08%,132.18%,49.10%,14.24%,7.42%,0.00%,0.00%,-26.95%,-25.20%,-24.70%,-10.98%,-10.80%,1.12,0.48,150,250,8,0.035,50,200
0019,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$76800,True,8.11%,-37.77%,0.21,22.89,166,41.57%,4.21%,25.48%,10.92%,138.07,59.06,1.54,19.17%,0.78,96.10%,122.98%,96.35%,126.64%,49.90%,14.45%,7.84%,0.00%,0.00%,-37.77%,-22.83%,-17.65%,-20.26%,-21.66%,0.40,0.31,175,250,9,0.035,50,200
0020,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28326,True,3.62%,-18.85%,0.19,8.9,248,42.74%,1.19%,8.67%,4.39%,97.52,34.00,1.38,8.33%,0.66,86.49%,107.13%,87.01%,108.07%,17.07%,5.39%,0.28%,0.00%,0.00%,-18.85%,-17.76%,-8.07%,-6.69%,-4.39%,0.54,0.24,150,200,8,0.015,50,200
0021,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$49688,True,5.80%,-17.08%,0.34,7.56,202,44.06%,2.25%,10.86%,4.53%,110.58,45.63,1.83,8.23%,1.09,87.10%,115.44%,87.64%,117.13%,38.36%,11.43%,4.30%,0.00%,0.00%,-17.08%,-15.55%,-7.26%,-5.48%,-3.23%,1.06,0.44,200,200,8,0.015,50,200
0022,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$82255,True,8.53%,-43.57%,0.20,17.9,131,47.33%,5.61%,26.67%,13.32%,169.24,74.93,1.63,20.38%,0.77,98.74%,126.10%,98.99%,133.56%,42.97%,12.65%,6.62%,0.00%,0.00%,-43.57%,-31.41%,-27.95%,-14.60%,-13.99%,0.58,0.25,250,200,12,0.035,50,200
0023,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$62528,True,6.82%,-42.00%,0.16,20.26,138,45.65%,4.39%,26.61%,14.27%,163.02,73.65,1.43,20.72%,0.66,100.92%,128.57%,101.19%,136.64%,34.47%,10.38%,2.61%,0.00%,0.00%,-42.00%,-35.98%,-25.04%,-17.39%,-17.28%,0.39,0.20,250,200,10,0.035,50,200
0024,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$82255,True,8.53%,-43.57%,0.20,17.9,131,47.33%,5.61%,26.67%,13.32%,169.24,74.93,1.63,20.38%,0.77,98.74%,126.10%,98.99%,133.56%,42.97%,12.65%,6.62%,0.00%,0.00%,-43.57%,-31.41%,-27.95%,-14.60%,-13.99%,0.58,0.25,250,150,12,0.035,50,200
0025,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25295,True,3.33%,-28.32%,0.12,13.02,153,48.37%,1.78%,14.36%,10.01%,140.03,65.05,1.29,14.85%,0.42,95.28%,121.29%,95.67%,126.26%,26.63%,8.19%,4.34%,0.00%,0.00%,-28.32%,-24.97%,-20.09%,-11.42%,-12.96%,0.29,0.14,250,150,12,0.025,50,200
0026,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25295,True,3.33%,-28.32%,0.12,13.02,153,48.37%,1.78%,14.36%,10.01%,140.03,65.05,1.29,14.85%,0.42,95.28%,121.29%,95.67%,126.26%,26.63%,8.19%,4.34%,0.00%,0.00%,-28.32%,-24.97%,-20.09%,-11.42%,-12.96%,0.29,0.14,250,175,12,0.025,50,200
0027,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($2964),True,-0.27%,-30.72%,-0.01,16.07,172,43.02%,-0.03%,13.27%,10.07%,122.80,60.17,0.97,14.37%,0.07,93.26%,127.45%,93.67%,129.51%,5.33%,1.75%,-1.24%,0.00%,0.00%,-30.72%,-25.43%,-7.63%,-14.07%,-14.51%,-0.02,-0.01,225,250,12,0.025,50,200
0028,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$13546,True,1.93%,-26.30%,0.07,13.43,227,43.61%,0.85%,11.92%,7.71%,98.91,43.85,1.14,12.71%,0.30,92.86%,117.73%,93.33%,119.10%,38.40%,11.44%,0.98%,0.00%,0.00%,-26.30%,-20.69%,-16.92%,-11.53%,-12.60%,0.17,0.09,150,250,12,0.025,50,200
0029,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$120557,True,11.43%,-27.06%,0.42,13.42,192,46.35%,4.80%,21.59%,9.72%,116.24,50.36,1.75,19.15%,1.03,96.90%,122.57%,97.20%,125.31%,37.27%,11.14%,8.30%,0.00%,0.00%,-27.06%,-25.10%,-24.45%,-10.89%,-9.86%,1.05,0.45,150,250,11,0.035,50,200
0030,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31978,True,4.00%,-39.38%,0.10,23.6,202,44.06%,2.08%,23.04%,14.43%,113.57,50.95,1.16,24.42%,0.42,99.18%,130.92%,99.40%,134.50%,20.93%,6.54%,3.04%,0.00%,0.00%,-39.38%,-23.98%,-19.39%,-21.05%,-23.06%,0.19,0.14,150,250,11,0.045,50,200
0031,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28545,True,3.49%,-28.20%,0.12,14.41,183,45.90%,1.85%,15.38%,9.63%,119.02,54.14,1.26,15.12%,0.46,93.74%,114.94%,94.12%,118.19%,19.61%,6.15%,1.39%,0.00%,0.00%,-28.20%,-24.93%,-24.39%,-12.35%,-13.33%,0.28,0.13,175,250,11,0.03,50,200
0032,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$52073,True,6.06%,-39.01%,0.16,22.82,203,45.32%,2.75%,22.88%,13.94%,112.09,50.11,1.27,24.32%,0.55,99.22%,136.12%,99.44%,140.11%,37.75%,11.27%,6.30%,0.00%,0.00%,-39.01%,-24.81%,-24.15%,-20.36%,-21.68%,0.30,0.21,150,250,10,0.045,50,200
0033,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$60323,True,6.84%,-39.79%,0.17,20.19,202,41.58%,2.92%,22.21%,10.81%,116.17,52.14,1.35,21.96%,0.60,97.77%,130.70%,98.03%,133.37%,27.85%,8.53%,6.61%,0.00%,0.00%,-39.79%,-23.17%,-23.07%,-17.40%,-18.42%,0.39,0.24,150,175,9,0.04,50,200
0034,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34158,True,4.23%,-50.99%,0.08,32.12,133,42.86%,3.70%,31.38%,17.06%,169.33,75.95,1.24,22.71%,0.44,99.53%,131.70%,99.74%,143.12%,68.65%,19.03%,4.79%,0.00%,0.00%,-50.99%,-30.49%,-27.60%,-28.24%,-28.08%,0.15,0.12,250,175,9,0.04,50,200
0035,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$75390,True,8.17%,-43.67%,0.19,24.87,135,46.67%,5.31%,29.29%,15.67%,158.78,78.22,1.45,23.48%,0.69,100.48%,141.60%,100.68%,143.39%,4.42%,1.45%,8.86%,0.00%,0.00%,-43.67%,-33.91%,-26.52%,-20.87%,-21.22%,0.39,0.24,225,175,9,0.04,50,200
0036,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$65981,True,7.23%,-24.85%,0.29,12.24,211,45.02%,2.84%,16.48%,8.34%,107.29,46.36,1.49,15.57%,0.81,96.07%,120.75%,96.46%,123.32%,31.01%,9.42%,3.16%,0.00%,0.00%,-24.85%,-21.70%,-21.43%,-9.93%,-9.84%,0.73,0.32,150,225,9,0.03,50,200
0037,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38891,True,4.76%,-24.32%,0.20,11.61,221,44.80%,1.77%,13.33%,7.62%,101.14,43.85,1.35,13.13%,0.63,93.24%,117.76%,93.69%,119.14%,34.02%,10.25%,3.43%,0.00%,0.00%,-24.32%,-22.27%,-17.02%,-9.60%,-8.99%,0.50,0.22,150,175,9,0.025,50,200
0038,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$36224,True,4.47%,-17.31%,0.26,8.22,199,43.72%,1.81%,10.40%,4.87%,114.84,44.54,1.57,8.20%,0.83,86.57%,115.20%,87.10%,116.72%,24.79%,7.66%,2.25%,0.00%,0.00%,-17.31%,-16.98%,-7.06%,-6.30%,-4.44%,0.71,0.32,225,200,9,0.015,50,200
0039,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($1990),True,-0.18%,-32.04%,-0.01,15.05,163,47.85%,0.12%,11.56%,10.37%,121.08,67.02,0.98,14.11%,0.08,93.64%,119.70%,94.06%,124.95%,7.19%,2.34%,-0.98%,0.00%,0.00%,-32.04%,-24.79%,-23.14%,-13.11%,-14.94%,-0.01,-0.01,250,200,9,0.025,50,200
0040,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34158,True,4.23%,-50.99%,0.08,32.12,133,42.86%,3.70%,31.38%,17.06%,169.33,75.95,1.24,22.71%,0.44,99.53%,131.70%,99.74%,143.12%,68.65%,19.03%,4.79%,0.00%,0.00%,-50.99%,-30.49%,-27.60%,-28.24%,-28.08%,0.15,0.12,250,200,9,0.04,50,200
0041,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$34158,True,4.23%,-50.99%,0.08,32.12,133,42.86%,3.70%,31.38%,17.06%,169.33,75.95,1.24,22.71%,0.44,99.53%,131.70%,99.74%,143.12%,68.65%,19.03%,4.79%,0.00%,0.00%,-50.99%,-30.49%,-27.60%,-28.24%,-28.08%,0.15,0.12,250,225,9,0.04,50,200
0042,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31107,True,3.90%,-42.97%,0.09,19.54,130,44.62%,2.50%,26.88%,17.14%,168.19,79.67,1.20,23.05%,0.42,101.74%,139.92%,101.96%,146.90%,10.26%,3.31%,-0.04%,0.00%,0.00%,-42.97%,-29.73%,-28.35%,-16.93%,-16.18%,0.23,0.12,250,250,12,0.04,50,200
0043,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25807,True,3.31%,-47.70%,0.07,29.35,132,42.42%,3.11%,31.39%,17.73%,171.62,76.29,1.17,22.66%,0.38,99.57%,133.29%,99.78%,138.65%,49.30%,14.29%,2.10%,0.00%,0.00%,-47.70%,-32.11%,-10.41%,-25.91%,-25.42%,0.13,0.11,250,250,10,0.04,50,200
0044,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$40880,True,4.89%,-47.33%,0.10,28.89,133,42.86%,3.83%,30.60%,16.25%,172.46,75.50,1.29,22.44%,0.49,100.45%,130.16%,100.66%,140.24%,62.99%,17.68%,4.38%,0.00%,0.00%,-47.33%,-28.81%,-27.65%,-25.22%,-25.36%,0.19,0.14,250,250,8,0.04,50,200
0045,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$48967,True,5.75%,-36.68%,0.16,14.56,167,43.11%,3.09%,24.10%,12.84%,140.76,59.37,1.26,21.10%,0.55,98.27%,134.19%,98.50%,137.49%,-6.26%,-2.13%,1.63%,0.00%,0.00%,-36.68%,-33.54%,-20.25%,-11.46%,-9.07%,0.50,0.19,175,250,12,0.04,50,200
0046,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38783,True,4.67%,-35.98%,0.13,17.52,172,43.02%,2.60%,22.42%,12.38%,135.16,57.39,1.23,22.07%,0.47,96.86%,124.27%,97.08%,128.47%,3.65%,1.20%,2.63%,0.00%,0.00%,-35.98%,-32.29%,-27.66%,-15.27%,-15.72%,0.31,0.15,175,225,8,0.04,50,200
0047,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$94463,True,9.73%,-46.54%,0.21,22.29,172,40.12%,4.66%,33.49%,14.65%,133.65,63.31,1.42,28.67%,0.72,103.62%,137.28%,103.81%,142.30%,34.88%,10.49%,17.51%,0.00%,0.00%,-46.54%,-40.46%,-26.70%,-18.32%,-15.85%,0.53,0.26,175,150,8,0.045,50,200
0048,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$87886,True,9.21%,-50.27%,0.18,30.6,132,46.21%,6.90%,35.04%,17.27%,167.82,73.08,1.50,26.96%,0.69,96.65%,128.19%,96.84%,131.05%,78.28%,21.25%,13.28%,0.00%,0.00%,-50.27%,-43.33%,-32.74%,-25.94%,-26.49%,0.36,0.22,225,150,8,0.045,50,200
0049,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$89650,True,9.30%,-41.38%,0.22,22.79,139,46.04%,5.47%,29.15%,14.73%,154.92,76.39,1.53,24.07%,0.76,100.85%,141.98%,101.07%,143.76%,4.00%,1.32%,9.26%,0.00%,0.00%,-41.38%,-32.98%,-24.77%,-19.27%,-18.64%,0.48,0.28,225,150,8,0.04,50,200
0050,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$75390,True,8.17%,-43.67%,0.19,24.87,135,46.67%,5.31%,29.29%,15.67%,158.78,78.22,1.45,23.48%,0.69,100.48%,141.60%,100.68%,143.39%,4.42%,1.45%,8.86%,0.00%,0.00%,-43.67%,-33.91%,-26.52%,-20.87%,-21.22%,0.39,0.24,225,250,9,0.04,50,200
0051,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$65981,True,7.23%,-24.85%,0.29,12.24,211,45.02%,2.84%,16.48%,8.34%,107.29,46.36,1.49,15.57%,0.81,96.07%,120.75%,96.46%,123.32%,31.01%,9.42%,3.16%,0.00%,0.00%,-24.85%,-21.70%,-21.43%,-9.93%,-9.84%,0.73,0.32,150,175,9,0.03,50,200
0052,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$16322,True,2.26%,-23.74%,0.10,12.32,230,45.65%,0.86%,9.73%,6.59%,95.46,42.97,1.19,10.62%,0.37,91.52%,114.33%,92.02%,116.28%,29.28%,8.94%,1.13%,0.00%,0.00%,-23.74%,-18.09%,-5.72%,-10.66%,-10.33%,0.21,0.14,150,175,12,0.02,50,200
0053,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$17392,True,2.39%,-24.32%,0.10,12.96,230,44.78%,0.92%,10.08%,6.51%,95.49,44.55,1.20,10.85%,0.39,92.38%,116.02%,92.88%,118.14%,29.91%,9.11%,1.38%,0.00%,0.00%,-24.32%,-17.52%,-5.82%,-11.20%,-11.13%,0.21,0.15,150,175,8,0.02,50,200
0054,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14714,True,2.07%,-24.64%,0.08,12.6,230,45.65%,0.79%,9.48%,6.51%,94.50,44.06,1.17,10.56%,0.35,91.79%,115.61%,92.30%,117.68%,29.47%,8.99%,1.01%,0.00%,0.00%,-24.64%,-17.39%,-5.58%,-10.87%,-10.60%,0.19,0.13,150,175,11,0.02,50,200
0055,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$26746,True,3.36%,-22.03%,0.15,12.56,186,48.92%,1.51%,10.91%,7.50%,109.25,54.49,1.35,11.63%,0.50,91.39%,118.88%,91.87%,121.65%,37.61%,11.23%,4.58%,0.00%,0.00%,-22.03%,-20.75%,-10.73%,-10.88%,-11.80%,0.31,0.19,200,175,9,0.02,50,200
0056,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$114336,True,11.04%,-53.46%,0.21,30.28,140,39.29%,8.40%,46.70%,16.39%,168.53,72.93,1.54,29.35%,0.77,97.89%,132.39%,98.05%,136.92%,81.87%,22.06%,14.32%,0.00%,0.00%,-53.46%,-42.79%,-34.22%,-25.10%,-26.31%,0.44,0.25,200,175,9,0.05,50,200
0057,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$71548,True,7.66%,-40.16%,0.19,20.2,137,46.72%,4.99%,26.37%,13.76%,161.73,72.12,1.54,20.74%,0.72,99.04%,128.69%,99.29%,130.76%,50.10%,14.50%,4.83%,0.00%,0.00%,-40.16%,-35.16%,-25.33%,-16.87%,-16.93%,0.45,0.23,250,175,9,0.035,50,200
0058,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$7876,True,1.21%,-30.91%,0.04,13.54,156,47.44%,0.70%,12.54%,9.97%,133.76,68.02,1.09,14.26%,0.22,94.12%,118.75%,94.53%,123.06%,6.36%,2.08%,1.25%,0.00%,0.00%,-30.91%,-24.97%,-8.22%,-11.77%,-13.20%,0.10,0.06,250,175,11,0.025,50,200
0059,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$55014,True,6.36%,-16.35%,0.39,6.03,184,46.20%,2.61%,10.54%,4.19%,119.79,49.93,2.09,8.80%,1.12,88.33%,113.57%,88.85%,115.82%,27.62%,8.47%,5.53%,0.00%,0.00%,-16.35%,-10.36%,-7.64%,-4.33%,-3.08%,1.47,0.56,250,175,11,0.015,50,200
0060,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$113429,True,11.01%,-27.28%,0.40,12.25,141,46.10%,6.20%,25.12%,9.98%,141.43,79.29,2.13,17.46%,1.06,97.71%,125.55%,98.03%,129.66%,86.52%,23.10%,11.81%,0.00%,0.00%,-27.28%,-26.72%,-23.71%,-9.69%,-8.20%,1.14,0.43,250,150,11,0.03,50,200
0061,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$9094,True,1.36%,-28.61%,0.05,15.6,184,45.11%,0.68%,10.16%,7.11%,111.73,59.81,1.13,11.90%,0.24,92.11%,119.27%,92.58%,120.84%,28.49%,8.71%,1.66%,0.00%,0.00%,-28.61%,-19.37%,-11.42%,-13.62%,-14.17%,0.10,0.07,225,150,12,0.02,50,200
0062,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$327974,True,22.41%,-49.53%,0.45,27.43,122,49.18%,15.81%,49.71%,16.99%,179.25,80.10,2.44,32.54%,1.20,100.63%,131.75%,100.77%,136.01%,119.70%,30.00%,32.08%,0.00%,0.00%,-49.53%,-41.66%,-36.21%,-22.22%,-21.34%,1.01,0.53,225,200,12,0.05,50,200
0063,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$104411,True,10.51%,-42.43%,0.25,22.5,127,44.09%,7.26%,37.11%,16.29%,179.64,77.55,1.62,25.07%,0.79,97.62%,133.50%,97.81%,135.66%,65.63%,18.32%,11.28%,0.00%,0.00%,-42.43%,-32.47%,-20.49%,-18.82%,-19.61%,0.56,0.33,225,200,12,0.045,50,200
0064,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$38692,True,4.73%,-39.17%,0.12,23.06,199,44.22%,2.44%,23.49%,14.24%,114.94,51.79,1.19,24.26%,0.47,99.23%,132.55%,99.44%,135.35%,17.89%,5.64%,2.93%,0.00%,0.00%,-39.17%,-23.98%,-18.18%,-20.53%,-22.22%,0.23,0.17,150,250,12,0.045,50,200
0065,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$13546,True,1.93%,-26.30%,0.07,13.43,227,43.61%,0.85%,11.92%,7.71%,98.91,43.85,1.14,12.71%,0.30,92.86%,117.73%,93.33%,119.10%,38.40%,11.44%,0.98%,0.00%,0.00%,-26.30%,-20.69%,-16.92%,-11.53%,-12.60%,0.17,0.09,150,150,12,0.025,50,200
0066,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$21520,True,2.89%,-22.13%,0.13,11.6,225,44.89%,1.09%,10.39%,6.49%,96.47,46.06,1.25,10.79%,0.46,92.17%,115.99%,92.67%,118.11%,30.94%,9.40%,1.37%,0.00%,0.00%,-22.13%,-17.51%,-5.74%,-9.76%,-9.83%,0.30,0.19,150,150,9,0.02,50,200
0067,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$16322,True,2.26%,-23.74%,0.10,12.32,230,45.65%,0.86%,9.73%,6.59%,95.46,42.97,1.19,10.62%,0.37,91.52%,114.33%,92.02%,116.28%,29.28%,8.94%,1.13%,0.00%,0.00%,-23.74%,-18.09%,-5.72%,-10.66%,-10.33%,0.21,0.14,150,150,12,0.02,50,200
0068,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$42582,True,5.19%,-22.69%,0.23,12.98,164,50.61%,2.51%,12.30%,7.52%,120.54,65.25,1.61,12.54%,0.68,93.38%,119.72%,93.83%,121.16%,40.02%,11.88%,7.70%,0.00%,0.00%,-22.69%,-22.17%,-13.10%,-11.01%,-12.87%,0.47,0.27,250,150,10,0.02,50,200
