Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
0723,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2164204,True,12.77%,-29.88%,0.43,10.92,455,47.03%,8.62%,25.95%,6.77%,184.72,50.88,2.35,11.08%,1.79,91.12%,137.27%,91.35%,140.99%,21.67%,6.76%,5.16%,4.69%,3.10%,-29.88%,-27.81%,-16.54%,-7.60%,-4.96%,1.68,0.52,225,250,9,0.015,57,155
0722,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$3958774,True,15.32%,-31.00%,0.49,11.98,632,44.30%,7.35%,24.31%,6.13%,135.94,35.13,1.99,11.16%,2.11,91.44%,126.89%,91.70%,130.92%,11.77%,3.78%,3.71%,4.94%,3.27%,-31.00%,-27.00%,-18.19%,-8.27%,-4.92%,1.85,0.60,150,250,9,0.015,57,155
0721,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$81837967,True,29.44%,-35.72%,0.82,12.15,475,46.95%,18.77%,53.58%,12.04%,175.52,55.68,1.99,20.76%,2.13,98.90%,144.55%,98.97%,146.46%,36.36%,10.89%,6.40%,17.07%,11.08%,-35.72%,-32.19%,-28.66%,-8.95%,-7.07%,3.29,0.91,150,250,11,0.04,37,155
0720,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$6655501,True,17.60%,-28.74%,0.61,11.19,609,44.83%,8.92%,27.20%,5.92%,140.16,36.86,2.08,11.41%,2.47,91.07%,120.54%,91.31%,125.47%,11.04%,3.55%,3.53%,5.24%,3.46%,-28.74%,-28.51%,-17.98%,-7.60%,-4.40%,2.32,0.70,150,250,8,0.015,37,245
0719,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$6655501,True,17.60%,-28.74%,0.61,11.19,609,44.83%,8.92%,27.20%,5.92%,140.16,36.86,2.08,11.41%,2.47,91.07%,120.54%,91.31%,125.47%,11.04%,3.55%,3.53%,5.24%,3.46%,-28.74%,-28.51%,-17.98%,-7.60%,-4.40%,2.32,0.70,150,250,8,0.015,37,185
0718,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$5391496,True,16.69%,-31.89%,0.52,9.11,532,47.18%,9.65%,27.23%,6.06%,157.62,40.79,2.27,11.46%,2.26,91.17%,127.88%,91.41%,131.26%,21.43%,6.69%,5.02%,5.23%,3.46%,-31.89%,-17.21%,-17.14%,-5.94%,-3.83%,2.81,0.76,175,250,8,0.015,37,185
0717,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2488007,True,13.36%,-27.42%,0.49,10.79,443,46.73%,9.28%,27.23%,6.47%,186.24,53.28,2.42,11.11%,1.86,90.50%,134.44%,90.72%,138.72%,20.84%,6.51%,4.82%,4.88%,3.23%,-27.42%,-25.55%,-20.17%,-8.12%,-6.76%,1.65,0.55,225,175,8,0.015,37,185
0716,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$4148451,True,15.54%,-29.31%,0.53,11.35,478,48.95%,9.96%,27.25%,6.62%,167.68,46.71,2.54,11.37%,2.13,90.77%,124.32%,90.99%,127.32%,25.65%,7.91%,8.93%,6.10%,4.03%,-29.31%,-27.01%,-15.81%,-7.90%,-4.81%,1.97,0.65,200,150,8,0.015,42,185
0715,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$43440270,True,26.35%,-48.84%,0.54,15.63,353,52.97%,23.01%,55.28%,13.34%,217.43,72.43,2.94,19.18%,2.04,97.71%,128.91%,97.77%,140.84%,66.84%,18.60%,19.76%,16.37%,10.64%,-48.84%,-33.38%,-32.07%,-10.70%,-6.94%,2.46,0.69,200,150,8,0.035,37,185
0714,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$43440270,True,26.35%,-48.84%,0.54,15.63,353,52.97%,23.01%,55.28%,13.34%,217.43,72.43,2.94,19.18%,2.04,97.71%,128.91%,97.77%,140.84%,66.84%,18.60%,19.76%,16.37%,10.64%,-48.84%,-33.38%,-32.07%,-10.70%,-6.94%,2.46,0.69,200,150,8,0.035,37,220
0713,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$31644703,True,24.83%,-45.47%,0.55,14.29,364,52.20%,20.85%,52.65%,13.87%,211.17,71.01,2.76,18.91%,1.99,97.95%,129.93%,98.02%,137.35%,60.78%,17.15%,18.47%,16.52%,10.73%,-45.47%,-29.67%,-26.25%,-10.04%,-6.95%,2.47,0.73,200,150,10,0.035,37,220
0712,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$23825488,True,23.47%,-47.21%,0.50,16.69,333,47.75%,23.28%,64.68%,14.56%,247.35,78.94,2.52,18.95%,1.89,97.16%,138.09%,97.23%,150.56%,58.76%,16.66%,14.13%,16.52%,10.73%,-47.21%,-39.44%,-29.43%,-12.06%,-8.59%,1.95,0.61,225,150,10,0.035,37,220
0711,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$18567538,True,22.30%,-51.46%,0.43,17.1,353,47.88%,19.95%,60.00%,16.83%,234.84,83.46,1.68,22.81%,1.54,99.86%,136.71%,99.91%,154.23%,8.43%,2.73%,2.42%,8.36%,5.50%,-51.46%,-36.78%,-35.66%,-12.59%,-9.58%,1.77,0.54,225,150,10,0.045,37,220
0710,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$28128279,True,24.25%,-45.51%,0.53,13.29,345,49.86%,23.47%,59.12%,11.98%,241.42,64.10,2.85,15.88%,2.28,96.21%,131.56%,96.32%,132.78%,63.55%,17.82%,14.96%,12.89%,8.42%,-45.51%,-25.51%,-24.95%,-8.73%,-5.49%,2.78,0.76,225,150,10,0.025,37,220
0709,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$33976062,True,25.16%,-24.36%,1.03,10.01,419,52.03%,18.77%,45.35%,10.05%,188.49,54.90,2.53,14.56%,2.60,94.94%,126.87%,95.07%,131.45%,35.92%,10.77%,10.81%,16.50%,10.72%,-24.36%,-24.13%,-23.34%,-6.98%,-4.22%,3.61,1.05,175,150,10,0.025,37,220
0708,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$33976062,True,25.16%,-24.36%,1.03,10.01,419,52.03%,18.77%,45.35%,10.05%,188.49,54.90,2.53,14.56%,2.60,94.94%,126.87%,95.07%,131.45%,35.92%,10.77%,10.81%,16.50%,10.72%,-24.36%,-24.13%,-23.34%,-6.98%,-4.22%,3.61,1.05,175,200,10,0.025,37,170
0707,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$137053757,True,32.03%,-49.59%,0.65,16.93,473,48.41%,20.78%,58.85%,14.95%,174.24,54.47,2.45,24.68%,1.90,99.64%,149.18%,99.67%,157.66%,76.35%,20.82%,25.98%,31.16%,19.82%,-49.59%,-43.22%,-33.89%,-12.84%,-11.31%,2.49,0.76,150,200,10,0.05,50,170
0706,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$64056990,True,28.25%,-45.02%,0.63,14.92,412,49.27%,19.50%,55.40%,15.37%,191.98,69.00,2.85,23.60%,1.79,100.51%,134.48%,100.55%,140.89%,99.43%,25.87%,24.64%,27.48%,17.57%,-45.02%,-38.43%,-34.18%,-11.41%,-9.54%,2.48,0.72,175,250,10,0.05,57,180
0705,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$28128279,True,24.25%,-45.51%,0.53,13.29,345,49.86%,23.47%,59.12%,11.98%,241.42,64.10,2.85,15.88%,2.28,96.21%,131.56%,96.32%,132.78%,63.55%,17.82%,14.96%,12.89%,8.42%,-45.51%,-25.51%,-24.95%,-8.73%,-5.49%,2.78,0.76,225,225,10,0.025,57,180
0704,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$31400783,True,24.78%,-31.65%,0.78,11.21,373,49.87%,20.61%,51.57%,10.19%,213.64,64.30,3.42,15.24%,2.44,95.22%,128.96%,95.34%,137.24%,95.06%,24.95%,18.19%,17.07%,11.08%,-31.65%,-27.05%,-23.80%,-7.79%,-4.88%,3.18,0.90,200,225,10,0.025,50,180
0703,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$31400783,True,24.78%,-31.65%,0.78,11.21,373,49.87%,20.61%,51.57%,10.19%,213.64,64.30,3.42,15.24%,2.44,95.22%,128.96%,95.34%,137.24%,95.06%,24.95%,18.19%,17.07%,11.08%,-31.65%,-27.05%,-23.80%,-7.79%,-4.88%,3.18,0.90,200,225,10,0.025,50,240
0702,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$31400783,True,24.78%,-31.65%,0.78,11.21,373,49.87%,20.61%,51.57%,10.19%,213.64,64.30,3.42,15.24%,2.44,95.22%,128.96%,95.34%,137.24%,95.06%,24.95%,18.19%,17.07%,11.08%,-31.65%,-27.05%,-23.80%,-7.79%,-4.88%,3.18,0.90,200,225,10,0.025,57,240
0701,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2862087,True,13.95%,-29.22%,0.48,10.76,479,46.56%,8.82%,25.88%,6.03%,171.19,48.01,2.62,10.61%,2.09,90.70%,125.11%,90.94%,127.74%,32.18%,9.75%,9.75%,6.44%,4.25%,-29.22%,-27.73%,-16.71%,-7.39%,-4.82%,1.89,0.57,200,225,10,0.015,57,240
0700,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$4148451,True,15.54%,-29.31%,0.53,11.35,478,48.95%,9.96%,27.25%,6.62%,167.68,46.71,2.54,11.37%,2.13,90.77%,124.32%,90.99%,127.32%,25.65%,7.91%,8.93%,6.10%,4.03%,-29.31%,-27.01%,-15.81%,-7.90%,-4.81%,1.97,0.65,200,225,8,0.015,57,240
0699,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2816891,True,13.88%,-29.09%,0.48,9.73,490,46.33%,8.33%,24.56%,5.68%,167.95,46.98,2.81,10.61%,2.05,90.91%,130.11%,91.15%,133.53%,28.64%,8.76%,6.92%,6.72%,4.43%,-29.09%,-21.02%,-20.28%,-6.79%,-4.61%,2.04,0.59,200,225,12,0.015,52,240
0698,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26202636,True,23.92%,-39.38%,0.61,11.76,376,49.73%,20.16%,52.96%,12.30%,210.80,68.51,2.24,16.98%,2.12,97.27%,127.20%,97.36%,137.00%,38.55%,11.48%,8.34%,11.67%,7.64%,-39.38%,-28.48%,-26.75%,-8.03%,-5.32%,2.98,0.76,200,225,12,0.03,47,220
0697,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29537173,True,24.49%,-46.13%,0.53,13.73,368,52.72%,21.27%,52.25%,13.27%,209.67,65.65,2.49,17.17%,2.13,96.38%,125.99%,96.47%,134.81%,55.07%,15.75%,12.73%,12.91%,8.43%,-46.13%,-26.19%,-25.03%,-9.07%,-5.38%,2.70,0.75,200,225,8,0.03,47,220
0696,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$62983184,True,28.16%,-32.01%,0.88,11,472,50.42%,17.59%,44.23%,9.50%,170.05,53.39,2.77,16.95%,2.46,96.09%,125.25%,96.19%,130.18%,46.66%,13.61%,13.57%,18.86%,12.21%,-32.01%,-28.64%,-27.68%,-7.74%,-5.20%,3.64,0.96,150,225,8,0.03,62,220
0695,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$62983184,True,28.16%,-32.01%,0.88,11,472,50.42%,17.59%,44.23%,9.50%,170.05,53.39,2.77,16.95%,2.46,96.09%,125.25%,96.19%,130.18%,46.66%,13.61%,13.57%,18.86%,12.21%,-32.01%,-28.64%,-27.68%,-7.74%,-5.20%,3.64,0.96,150,225,8,0.03,62,150
0694,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51681229,True,27.19%,-37.16%,0.73,12.59,485,49.28%,16.76%,43.97%,9.67%,168.66,51.02,2.53,16.52%,2.45,95.90%,125.06%,96.01%,130.19%,23.54%,7.30%,10.42%,18.65%,12.08%,-37.16%,-28.95%,-21.71%,-8.57%,-5.28%,3.17,0.93,150,225,11,0.03,62,165
0693,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$28559883,True,24.32%,-28.78%,0.85,8.71,505,50.89%,14.72%,35.60%,6.92%,161.17,44.73,3.01,12.97%,2.81,94.62%,130.93%,94.80%,136.46%,28.28%,8.65%,10.96%,12.69%,8.29%,-28.78%,-18.33%,-17.84%,-5.59%,-2.80%,4.35,1.12,150,175,11,0.02,62,165
0692,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$34897395,True,25.42%,-52.63%,0.48,20.6,305,50.82%,32.45%,82.25%,19.01%,256.92,97.98,1.94,24.72%,1.60,101.00%,146.15%,101.04%,169.46%,37.47%,11.19%,3.65%,13.33%,8.70%,-52.63%,-46.16%,-44.70%,-15.74%,-13.40%,1.62,0.53,250,175,10,0.05,62,160
0691,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$34897395,True,25.42%,-52.63%,0.48,20.6,305,50.82%,32.45%,82.25%,19.01%,256.92,97.98,1.94,24.72%,1.60,101.00%,146.15%,101.04%,169.46%,37.47%,11.19%,3.65%,13.33%,8.70%,-52.63%,-46.16%,-44.70%,-15.74%,-13.40%,1.62,0.53,250,150,10,0.05,62,160
0690,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$52594120,True,27.42%,-48.24%,0.57,15.73,297,54.55%,31.20%,71.05%,16.63%,259.07,91.04,2.83,20.57%,2.00,98.63%,133.68%,98.67%,138.61%,45.17%,13.23%,15.18%,16.85%,10.94%,-48.24%,-35.62%,-32.54%,-11.30%,-8.19%,2.43,0.71,250,250,9,0.035,62,160
0689,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$52594120,True,27.42%,-48.24%,0.57,15.73,297,54.55%,31.20%,71.05%,16.63%,259.07,91.04,2.83,20.57%,2.00,98.63%,133.68%,98.67%,138.61%,45.17%,13.23%,15.18%,16.85%,10.94%,-48.24%,-35.62%,-32.54%,-11.30%,-8.19%,2.43,0.71,250,250,9,0.035,57,160
0688,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$52594120,True,27.42%,-48.24%,0.57,15.73,297,54.55%,31.20%,71.05%,16.63%,259.07,91.04,2.83,20.57%,2.00,98.63%,133.68%,98.67%,138.61%,45.17%,13.23%,15.18%,16.85%,10.94%,-48.24%,-35.62%,-32.54%,-11.30%,-8.19%,2.43,0.71,250,200,9,0.035,57,160
0687,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$52594120,True,27.42%,-48.24%,0.57,15.73,297,54.55%,31.20%,71.05%,16.63%,259.07,91.04,2.83,20.57%,2.00,98.63%,133.68%,98.67%,138.61%,45.17%,13.23%,15.18%,16.85%,10.94%,-48.24%,-35.62%,-32.54%,-11.30%,-8.19%,2.43,0.71,250,150,9,0.035,57,190
0686,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$25203433,True,23.86%,-47.75%,0.50,14.92,303,53.14%,27.27%,66.25%,16.92%,256.60,89.06,2.54,19.44%,1.86,97.82%,133.28%,97.86%,140.61%,54.17%,15.52%,14.10%,15.47%,10.06%,-47.75%,-31.02%,-28.66%,-10.87%,-8.29%,2.20,0.67,250,150,11,0.035,57,190
0685,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$23582641,True,23.55%,-47.55%,0.50,16,302,53.97%,27.51%,63.66%,14.88%,258.05,83.71,3.20,16.97%,2.10,95.40%,127.48%,95.48%,137.66%,103.18%,26.66%,18.67%,17.46%,11.33%,-47.55%,-32.69%,-31.43%,-11.19%,-7.10%,2.10,0.63,250,150,9,0.03,57,190
0684,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51124666,True,27.13%,-36.91%,0.74,12.76,478,49.58%,16.92%,43.93%,9.64%,170.57,52.00,2.57,16.37%,2.46,95.95%,124.03%,96.07%,130.19%,27.48%,8.43%,12.52%,18.82%,12.18%,-36.91%,-28.94%,-21.75%,-8.73%,-5.17%,3.11,0.93,150,150,12,0.03,42,190
0683,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51124666,True,27.13%,-36.91%,0.74,12.76,478,49.58%,16.92%,43.93%,9.64%,170.57,52.00,2.57,16.37%,2.46,95.95%,124.03%,96.07%,130.19%,27.48%,8.43%,12.52%,18.82%,12.18%,-36.91%,-28.94%,-21.75%,-8.73%,-5.17%,3.11,0.93,150,150,12,0.03,50,190
0682,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51124666,True,27.13%,-36.91%,0.74,12.76,478,49.58%,16.92%,43.93%,9.64%,170.57,52.00,2.57,16.37%,2.46,95.95%,124.03%,96.07%,130.19%,27.48%,8.43%,12.52%,18.82%,12.18%,-36.91%,-28.94%,-21.75%,-8.73%,-5.17%,3.11,0.93,150,175,12,0.03,50,190
0681,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51124666,True,27.13%,-36.91%,0.74,12.76,478,49.58%,16.92%,43.93%,9.64%,170.57,52.00,2.57,16.37%,2.46,95.95%,124.03%,96.07%,130.19%,27.48%,8.43%,12.52%,18.82%,12.18%,-36.91%,-28.94%,-21.75%,-8.73%,-5.17%,3.11,0.93,150,175,12,0.03,42,190
0680,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$21442067,True,22.97%,-38.91%,0.59,12.97,341,50.44%,22.19%,57.26%,13.50%,240.95,70.59,2.59,17.00%,2.09,97.15%,132.60%,97.26%,140.73%,45.99%,13.44%,14.27%,14.32%,9.33%,-38.91%,-32.93%,-31.97%,-9.02%,-5.81%,2.55,0.66,225,175,12,0.03,42,150
0679,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$21442067,True,22.97%,-38.91%,0.59,12.97,341,50.44%,22.19%,57.26%,13.50%,240.95,70.59,2.59,17.00%,2.09,97.15%,132.60%,97.26%,140.73%,45.99%,13.44%,14.27%,14.32%,9.33%,-38.91%,-32.93%,-31.97%,-9.02%,-5.81%,2.55,0.66,225,175,12,0.03,37,150
0678,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,175,11,0.03,37,220
0677,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,250,11,0.03,37,220
0676,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,250,11,0.03,37,215
0675,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$34958763,True,25.29%,-35.44%,0.71,12.27,331,51.96%,24.30%,59.96%,14.27%,246.27,71.52,2.85,17.64%,2.20,98.01%,134.25%,98.09%,145.14%,59.77%,16.90%,15.76%,19.58%,12.66%,-35.44%,-31.97%,-30.48%,-8.63%,-5.46%,2.93,0.78,225,250,9,0.03,37,165
0674,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29793296,True,24.53%,-35.31%,0.69,12.74,337,51.04%,23.43%,59.59%,14.26%,245.70,68.70,2.86,17.48%,2.15,97.85%,132.75%,97.94%,143.64%,62.85%,17.65%,16.39%,18.58%,12.03%,-35.31%,-31.97%,-29.85%,-9.05%,-6.00%,2.71,0.76,225,250,10,0.03,37,165
0673,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$7845028,True,18.34%,-37.68%,0.49,12.99,375,51.73%,16.23%,39.78%,9.01%,212.96,60.05,2.28,13.03%,2.08,92.72%,128.10%,92.88%,134.02%,36.46%,10.92%,6.58%,5.35%,3.54%,-37.68%,-31.18%,-23.23%,-8.82%,-5.05%,2.08,0.60,225,250,10,0.02,52,165
0672,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$7919124,True,18.39%,-39.75%,0.46,12.81,368,52.17%,16.43%,40.17%,9.46%,218.48,59.54,2.33,13.06%,2.07,93.30%,126.04%,93.46%,131.44%,50.98%,14.72%,6.04%,5.18%,3.43%,-39.75%,-26.87%,-21.34%,-8.83%,-5.29%,2.08,0.63,225,250,9,0.02,52,180
0671,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$20500805,True,22.77%,-48.83%,0.47,16.62,351,49.00%,21.01%,60.75%,17.19%,234.76,81.25,1.74,22.90%,1.56,99.98%,140.86%,100.04%,163.84%,11.29%,3.63%,2.58%,9.61%,6.31%,-48.83%,-40.41%,-34.94%,-12.49%,-10.16%,1.82,0.55,225,250,9,0.045,52,180
0670,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$71763623,True,28.81%,-43.67%,0.66,14.16,412,50.00%,20.25%,53.94%,13.45%,192.81,64.19,2.27,22.31%,1.91,99.29%,129.61%,99.34%,141.11%,42.11%,12.43%,12.33%,18.92%,12.25%,-43.67%,-32.71%,-31.52%,-10.61%,-8.60%,2.72,0.80,175,250,9,0.045,52,180
0669,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$32852008,True,25.01%,-39.34%,0.64,12.99,422,48.34%,17.23%,50.02%,13.45%,190.22,65.24,2.09,21.00%,1.79,98.85%,130.50%,98.91%,136.23%,51.55%,14.86%,9.37%,16.33%,10.61%,-39.34%,-34.93%,-29.48%,-9.88%,-9.09%,2.53,0.72,175,250,11,0.045,52,180
0668,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$45381197,True,26.70%,-49.10%,0.54,19.88,302,50.66%,33.80%,85.10%,18.88%,262.26,96.26,2.08,24.64%,1.68,100.82%,141.73%,100.85%,169.46%,50.21%,14.53%,5.00%,15.93%,10.36%,-49.10%,-46.16%,-45.22%,-15.27%,-13.40%,1.75,0.57,250,250,11,0.05,52,180
0667,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$108079332,True,30.83%,-48.42%,0.64,16.97,482,46.89%,19.70%,58.75%,14.77%,173.38,54.57,2.32,24.68%,1.85,99.80%,149.18%,99.84%,157.66%,66.69%,18.57%,24.57%,30.89%,19.66%,-48.42%,-42.57%,-36.01%,-13.02%,-11.50%,2.37,0.73,150,175,11,0.05,52,180
0666,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$3338942,True,14.59%,-25.68%,0.57,10.77,628,44.90%,6.92%,22.04%,5.40%,135.33,36.01,2.07,10.42%,2.20,90.50%,118.69%,90.75%,123.01%,6.69%,2.18%,3.44%,5.11%,3.38%,-25.68%,-25.53%,-16.24%,-7.50%,-4.67%,1.94,0.65,150,175,11,0.015,52,180
0665,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$3338942,True,14.59%,-25.68%,0.57,10.77,628,44.90%,6.92%,22.04%,5.40%,135.33,36.01,2.07,10.42%,2.20,90.50%,118.69%,90.75%,123.01%,6.69%,2.18%,3.44%,5.11%,3.38%,-25.68%,-25.53%,-16.24%,-7.50%,-4.67%,1.94,0.65,150,175,11,0.015,52,170
0664,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$156952513,True,32.72%,-48.80%,0.67,17,475,46.53%,21.26%,60.61%,12.98%,175.38,56.42,2.46,24.35%,1.96,99.57%,151.72%,99.62%,158.67%,83.64%,22.46%,22.08%,27.70%,17.71%,-48.80%,-44.44%,-35.81%,-12.61%,-10.55%,2.59,0.76,150,175,11,0.045,52,170
0663,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$156952513,True,32.72%,-48.80%,0.67,17,475,46.53%,21.26%,60.61%,12.98%,175.38,56.42,2.46,24.35%,1.96,99.57%,151.72%,99.62%,158.67%,83.64%,22.46%,22.08%,27.70%,17.71%,-48.80%,-44.44%,-35.81%,-12.61%,-10.55%,2.59,0.76,150,150,11,0.045,52,170
0662,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$199604120,True,33.95%,-42.86%,0.79,14.7,478,47.28%,21.37%,59.25%,12.61%,176.22,53.56,2.60,23.52%,2.10,99.57%,143.31%,99.61%,151.54%,76.70%,20.90%,26.00%,31.33%,19.93%,-42.86%,-36.16%,-31.95%,-11.02%,-9.40%,3.08,0.92,150,150,8,0.045,52,170
0661,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$79000437,True,29.44%,-45.79%,0.64,17.7,296,53.38%,37.37%,85.70%,17.97%,268.00,93.74,2.62,23.97%,1.87,101.80%,137.65%,101.84%,162.32%,69.65%,19.27%,12.93%,18.42%,11.93%,-45.79%,-45.50%,-40.15%,-13.06%,-10.35%,2.25,0.67,250,150,12,0.045,52,170
0660,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$79000437,True,29.44%,-45.79%,0.64,17.7,296,53.38%,37.37%,85.70%,17.97%,268.00,93.74,2.62,23.97%,1.87,101.80%,137.65%,101.84%,162.32%,69.65%,19.27%,12.93%,18.42%,11.93%,-45.79%,-45.50%,-40.15%,-13.06%,-10.35%,2.25,0.67,250,150,12,0.045,52,230
0659,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$31243262,True,24.89%,-37.84%,0.66,12.71,297,56.23%,27.60%,58.20%,11.71%,254.35,74.82,3.24,15.09%,2.47,94.30%,124.36%,94.40%,133.73%,79.96%,21.63%,17.27%,15.45%,10.05%,-37.84%,-27.80%,-25.28%,-8.59%,-4.84%,2.90,0.82,250,150,12,0.025,37,230
0658,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$31243262,True,24.89%,-37.84%,0.66,12.71,297,56.23%,27.60%,58.20%,11.71%,254.35,74.82,3.24,15.09%,2.47,94.30%,124.36%,94.40%,133.73%,79.96%,21.63%,17.27%,15.45%,10.05%,-37.84%,-27.80%,-25.28%,-8.59%,-4.84%,2.90,0.82,250,150,12,0.025,37,210
0657,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30204061,True,24.59%,-32.54%,0.76,11.46,493,49.29%,15.24%,39.85%,8.68%,163.91,48.97,2.05,14.44%,2.55,94.51%,121.53%,94.66%,125.83%,6.89%,2.25%,5.62%,13.50%,8.81%,-32.54%,-26.02%,-21.10%,-7.87%,-5.26%,3.12,0.93,150,175,12,0.025,37,225
0656,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$42993165,True,26.30%,-50.11%,0.52,15.24,334,48.80%,25.55%,67.40%,14.35%,247.90,77.39,2.57,19.38%,2.04,98.35%,137.31%,98.42%,150.85%,52.00%,14.98%,12.08%,19.18%,12.41%,-50.11%,-35.19%,-32.47%,-10.64%,-7.08%,2.47,0.67,225,175,9,0.035,42,225
