Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
1000,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$31243262,True,24.89%,-37.84%,0.66,12.71,297,56.23%,27.60%,58.20%,11.71%,254.35,74.82,3.24,15.09%,2.47,94.30%,124.36%,94.40%,133.73%,79.96%,21.63%,17.27%,15.45%,10.05%,-37.84%,-27.80%,-25.28%,-8.59%,-4.84%,2.90,0.82,250,175,12,0.025,37,240
0999,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$3323989,True,14.61%,-40.20%,0.36,15.13,433,43.88%,12.05%,35.85%,6.56%,202.29,56.44,2.26,11.56%,1.97,94.28%,134.64%,94.49%,137.19%,13.03%,4.17%,5.34%,2.63%,1.75%,-40.20%,-26.86%,-18.62%,-10.60%,-6.97%,1.38,0.51,250,175,12,0.015,37,240
0998,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$3323989,True,14.61%,-40.20%,0.36,15.13,433,43.88%,12.05%,35.85%,6.56%,202.29,56.44,2.26,11.56%,1.97,94.28%,134.64%,94.49%,137.19%,13.03%,4.17%,5.34%,2.63%,1.75%,-40.20%,-26.86%,-18.62%,-10.60%,-6.97%,1.38,0.51,250,175,12,0.015,37,180
0997,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$3304702,True,14.59%,-37.61%,0.39,12.98,413,46.00%,10.80%,31.37%,6.73%,206.80,60.48,2.24,11.57%,1.97,92.95%,129.44%,93.16%,131.87%,11.20%,3.60%,5.67%,2.71%,1.80%,-37.61%,-23.70%,-16.20%,-8.69%,-4.75%,1.68,0.56,250,175,11,0.015,37,180
0996,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$86714649,True,29.90%,-46.40%,0.64,15.78,295,53.90%,36.60%,81.17%,15.50%,257.96,100.39,3.07,22.98%,1.95,100.28%,137.23%,100.32%,157.26%,58.69%,16.64%,13.39%,19.08%,12.35%,-46.40%,-40.28%,-37.40%,-11.28%,-8.06%,2.65,0.72,250,175,11,0.04,37,180
0995,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$57501235,True,27.86%,-47.55%,0.59,18.77,310,51.94%,34.21%,82.51%,17.97%,262.35,88.70,2.21,24.24%,1.77,102.27%,135.32%,102.31%,162.52%,57.23%,16.28%,6.51%,15.66%,10.18%,-47.55%,-45.82%,-42.15%,-14.11%,-11.76%,1.97,0.62,250,200,11,0.045,37,180
0994,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$156952513,True,32.72%,-48.80%,0.67,17,475,46.53%,21.26%,60.61%,12.98%,175.38,56.42,2.46,24.35%,1.96,99.57%,151.72%,99.62%,158.67%,83.64%,22.46%,22.08%,27.70%,17.71%,-48.80%,-44.44%,-35.81%,-12.61%,-10.55%,2.59,0.76,150,200,11,0.045,37,180
0993,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$51681229,True,27.19%,-37.16%,0.73,12.59,485,49.28%,16.76%,43.97%,9.67%,168.66,51.02,2.53,16.52%,2.45,95.90%,125.06%,96.01%,130.19%,23.54%,7.30%,10.42%,18.65%,12.08%,-37.16%,-28.95%,-21.71%,-8.57%,-5.28%,3.17,0.93,150,200,11,0.03,37,180
0992,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$3304702,True,14.59%,-37.61%,0.39,12.98,413,46.00%,10.80%,31.37%,6.73%,206.80,60.48,2.24,11.57%,1.97,92.95%,129.44%,93.16%,131.87%,11.20%,3.60%,5.67%,2.71%,1.80%,-37.61%,-23.70%,-16.20%,-8.69%,-4.75%,1.68,0.56,250,200,11,0.015,37,240
0991,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$3338942,True,14.59%,-25.68%,0.57,10.77,628,44.90%,6.92%,22.04%,5.40%,135.33,36.01,2.07,10.42%,2.20,90.50%,118.69%,90.75%,123.01%,6.69%,2.18%,3.44%,5.11%,3.38%,-25.68%,-25.53%,-16.24%,-7.50%,-4.67%,1.94,0.65,150,200,11,0.015,37,240
0990,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$6655501,True,17.60%,-28.74%,0.61,11.19,609,44.83%,8.92%,27.20%,5.92%,140.16,36.86,2.08,11.41%,2.47,91.07%,120.54%,91.31%,125.47%,11.04%,3.55%,3.53%,5.24%,3.46%,-28.74%,-28.51%,-17.98%,-7.60%,-4.40%,2.32,0.70,150,200,8,0.015,37,150
0989,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,37,150
0988,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,42,150
0987,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,42,225
0986,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,42,215
0985,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,42,155
0984,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$30110148,True,24.57%,-25.34%,0.97,8.41,504,50.40%,14.94%,36.75%,7.22%,161.30,47.02,2.66,13.32%,2.76,95.36%,130.21%,95.54%,135.92%,18.92%,5.95%,7.71%,13.11%,8.56%,-25.34%,-20.02%,-18.25%,-5.59%,-3.10%,4.40,1.16,150,200,8,0.02,42,195
0983,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$25744843,True,23.84%,-55.42%,0.43,18.16,342,48.25%,21.42%,62.34%,16.72%,238.04,87.24,2.27,23.71%,1.57,100.34%,141.11%,100.39%,167.14%,45.52%,13.32%,13.91%,15.55%,10.12%,-55.42%,-46.34%,-35.43%,-13.39%,-10.97%,1.78,0.52,225,225,9,0.05,42,195
0982,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$38482636,True,25.77%,-53.34%,0.48,18.77,339,48.38%,23.40%,65.97%,16.49%,244.94,85.06,2.07,23.88%,1.66,101.16%,138.83%,101.20%,155.45%,27.50%,8.44%,5.57%,14.38%,9.37%,-53.34%,-45.48%,-35.89%,-14.18%,-11.90%,1.82,0.57,225,225,12,0.05,42,195
0981,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$34242010,True,25.20%,-53.75%,0.47,19.06,342,47.66%,22.57%,65.67%,16.67%,244.33,84.42,2.24,24.38%,1.61,100.83%,138.76%,100.88%,155.39%,37.68%,11.25%,13.07%,17.55%,11.38%,-53.75%,-40.26%,-37.68%,-14.33%,-11.83%,1.76,0.57,225,225,11,0.05,42,195
0980,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$45381197,True,26.70%,-49.10%,0.54,19.88,302,50.66%,33.80%,85.10%,18.88%,262.26,96.26,2.08,24.64%,1.68,100.82%,141.73%,100.85%,169.46%,50.21%,14.53%,5.00%,15.93%,10.36%,-49.10%,-46.16%,-45.22%,-15.27%,-13.40%,1.75,0.57,250,225,11,0.05,42,195
0979,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$86714649,True,29.90%,-46.40%,0.64,15.78,295,53.90%,36.60%,81.17%,15.50%,257.96,100.39,3.07,22.98%,1.95,100.28%,137.23%,100.32%,157.26%,58.69%,16.64%,13.39%,19.08%,12.35%,-46.40%,-40.28%,-37.40%,-11.28%,-8.06%,2.65,0.72,250,150,11,0.04,42,170
0978,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2258552,True,12.95%,-29.32%,0.44,11.48,468,45.09%,8.21%,25.78%,6.22%,185.17,50.93,2.42,10.96%,1.83,91.48%,124.89%,91.71%,128.41%,13.30%,4.25%,4.20%,4.11%,2.72%,-29.32%,-26.97%,-19.94%,-8.14%,-5.44%,1.59,0.51,225,150,11,0.015,52,170
0977,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$32953764,True,25.01%,-42.32%,0.59,12.37,342,51.46%,24.06%,57.92%,11.84%,238.81,64.23,3.34,15.81%,2.36,96.17%,132.09%,96.29%,132.60%,74.44%,20.38%,17.09%,14.73%,9.59%,-42.32%,-25.51%,-23.06%,-8.17%,-5.07%,3.06,0.83,225,150,11,0.025,52,170
0976,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$28465002,True,24.31%,-31.64%,0.77,11.09,378,48.94%,20.11%,52.37%,10.81%,212.80,64.28,3.13,15.40%,2.39,95.94%,126.96%,96.06%,135.09%,86.95%,23.19%,16.60%,16.60%,10.78%,-31.64%,-25.33%,-24.93%,-7.72%,-4.83%,3.15,0.89,200,150,11,0.025,37,180
0975,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$28465002,True,24.31%,-31.64%,0.77,11.09,378,48.94%,20.11%,52.37%,10.81%,212.80,64.28,3.13,15.40%,2.39,95.94%,126.96%,96.06%,135.09%,86.95%,23.19%,16.60%,16.60%,10.78%,-31.64%,-25.33%,-24.93%,-7.72%,-4.83%,3.15,0.89,200,150,11,0.025,37,250
0974,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$30660432,True,24.67%,-38.07%,0.65,11.7,376,49.73%,20.70%,53.99%,12.24%,211.38,67.81,2.36,17.23%,2.14,97.12%,127.36%,97.22%,137.00%,38.89%,11.57%,10.51%,13.06%,8.53%,-38.07%,-28.48%,-25.95%,-8.13%,-5.36%,3.04,0.80,200,150,11,0.03,37,250
0973,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$84275437,True,29.60%,-35.46%,0.83,12.14,478,51.88%,18.39%,44.26%,9.51%,166.78,52.46,2.90,16.82%,2.60,95.96%,125.10%,96.07%,129.66%,42.11%,12.43%,13.80%,20.44%,13.20%,-35.46%,-26.65%,-25.25%,-8.32%,-5.22%,3.56,1.02,150,150,9,0.03,52,195
0972,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$61371123,True,28.03%,-27.12%,1.03,9.59,416,53.37%,21.07%,49.83%,11.85%,190.51,55.58,2.32,17.42%,2.39,96.94%,126.24%,97.05%,133.74%,14.27%,4.55%,8.41%,16.32%,10.61%,-27.12%,-26.37%,-24.43%,-6.77%,-4.34%,4.14,1.08,175,150,9,0.03,52,195
0971,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$23582641,True,23.55%,-47.55%,0.50,16,302,53.97%,27.51%,63.66%,14.88%,258.05,83.71,3.20,16.97%,2.10,95.40%,127.48%,95.48%,137.66%,103.18%,26.66%,18.67%,17.46%,11.33%,-47.55%,-32.69%,-31.43%,-11.19%,-7.10%,2.10,0.63,250,150,9,0.03,52,195
0970,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$33733532,True,25.26%,-39.82%,0.63,12.95,293,58.02%,29.30%,60.87%,14.34%,253.28,87.56,3.39,16.44%,2.32,95.09%,124.07%,95.17%,132.50%,84.36%,22.62%,16.18%,16.82%,10.92%,-39.82%,-32.78%,-29.06%,-9.05%,-5.91%,2.79,0.75,250,150,12,0.03,52,190
0969,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$33733532,True,25.26%,-39.82%,0.63,12.95,293,58.02%,29.30%,60.87%,14.34%,253.28,87.56,3.39,16.44%,2.32,95.09%,124.07%,95.17%,132.50%,84.36%,22.62%,16.18%,16.82%,10.92%,-39.82%,-32.78%,-29.06%,-9.05%,-5.91%,2.79,0.75,250,175,12,0.03,37,190
0968,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$30964878,True,24.85%,-43.45%,0.57,13.82,297,57.58%,28.50%,60.16%,14.46%,252.19,85.27,3.38,16.51%,2.26,95.21%,124.07%,95.28%,132.50%,85.10%,22.78%,16.27%,16.15%,10.50%,-43.45%,-32.78%,-30.22%,-9.55%,-6.08%,2.60,0.70,250,175,11,0.03,37,190
0967,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2724991,True,13.74%,-32.88%,0.42,13.46,561,43.67%,7.31%,24.08%,5.69%,154.13,41.53,1.99,10.66%,2.05,89.56%,133.93%,89.81%,136.44%,13.55%,4.33%,3.03%,2.93%,1.94%,-32.88%,-29.65%,-15.60%,-9.32%,-5.23%,1.47,0.53,175,175,11,0.015,42,195
0966,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2258552,True,12.95%,-29.32%,0.44,11.48,468,45.09%,8.21%,25.78%,6.22%,185.17,50.93,2.42,10.96%,1.83,91.48%,124.89%,91.71%,128.41%,13.30%,4.25%,4.20%,4.11%,2.72%,-29.32%,-26.97%,-19.94%,-8.14%,-5.44%,1.59,0.51,225,175,11,0.015,42,195
0965,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2164204,True,12.77%,-29.88%,0.43,10.92,455,47.03%,8.62%,25.95%,6.77%,184.72,50.88,2.35,11.08%,1.79,91.12%,137.27%,91.35%,140.99%,21.67%,6.76%,5.16%,4.69%,3.10%,-29.88%,-27.81%,-16.54%,-7.60%,-4.96%,1.68,0.52,225,175,9,0.015,42,205
0964,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$62120603,True,28.09%,-29.42%,0.95,9.61,413,53.51%,20.92%,49.56%,12.05%,190.54,57.40,2.33,17.60%,2.37,97.31%,130.44%,97.41%,137.92%,26.11%,8.04%,10.71%,17.34%,11.25%,-29.42%,-28.91%,-24.59%,-6.68%,-4.26%,4.20,1.02,175,175,8,0.03,42,205
0963,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$67187609,True,28.63%,-47.40%,0.60,16.52,293,55.97%,37.22%,78.44%,15.19%,263.20,80.84,3.42,20.16%,2.12,97.04%,131.34%,97.10%,142.91%,112.01%,28.47%,18.60%,17.86%,11.58%,-47.40%,-33.61%,-31.43%,-11.26%,-6.80%,2.54,0.76,250,175,8,0.03,42,205
0962,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$67187609,True,28.63%,-47.40%,0.60,16.52,293,55.97%,37.22%,78.44%,15.19%,263.20,80.84,3.42,20.16%,2.12,97.04%,131.34%,97.10%,142.91%,112.01%,28.47%,18.60%,17.86%,11.58%,-47.40%,-33.61%,-31.43%,-11.26%,-6.80%,2.54,0.76,250,200,8,0.03,42,205
0961,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$32025770,True,24.87%,-37.57%,0.66,12.16,334,50.00%,23.63%,61.26%,14.01%,251.50,70.50,2.58,18.08%,2.11,98.31%,135.27%,98.39%,146.14%,42.69%,12.58%,10.53%,17.68%,11.47%,-37.57%,-29.60%,-29.05%,-8.75%,-6.43%,2.84,0.78,225,200,8,0.03,50,205
0960,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$27968101,True,24.24%,-36.96%,0.66,13.6,344,50.58%,22.07%,60.62%,17.39%,233.94,83.78,2.05,22.92%,1.65,101.01%,136.74%,101.07%,154.58%,25.11%,7.75%,7.98%,16.20%,10.53%,-36.96%,-36.09%,-32.00%,-10.40%,-8.83%,2.33,0.69,225,200,8,0.045,50,205
0959,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$199604120,True,33.95%,-42.86%,0.79,14.7,478,47.28%,21.37%,59.25%,12.61%,176.22,53.56,2.60,23.52%,2.10,99.57%,143.31%,99.61%,151.54%,76.70%,20.90%,26.00%,31.33%,19.93%,-42.86%,-36.16%,-31.95%,-11.02%,-9.40%,3.08,0.92,150,200,8,0.045,50,205
0958,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$2488007,True,13.36%,-27.42%,0.49,10.79,443,46.73%,9.28%,27.23%,6.47%,186.24,53.28,2.42,11.11%,1.86,90.50%,134.44%,90.72%,138.72%,20.84%,6.51%,4.82%,4.88%,3.23%,-27.42%,-25.55%,-20.17%,-8.12%,-6.76%,1.65,0.55,225,175,8,0.015,50,200
0957,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29793296,True,24.53%,-35.31%,0.69,12.74,337,51.04%,23.43%,59.59%,14.26%,245.70,68.70,2.86,17.48%,2.15,97.85%,132.75%,97.94%,143.64%,62.85%,17.65%,16.39%,18.58%,12.03%,-35.31%,-31.97%,-29.85%,-9.05%,-6.00%,2.71,0.76,225,175,10,0.03,50,200
0956,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29793296,True,24.53%,-35.31%,0.69,12.74,337,51.04%,23.43%,59.59%,14.26%,245.70,68.70,2.86,17.48%,2.15,97.85%,132.75%,97.94%,143.64%,62.85%,17.65%,16.39%,18.58%,12.03%,-35.31%,-31.97%,-29.85%,-9.05%,-6.00%,2.71,0.76,225,150,10,0.03,50,235
0955,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$28128279,True,24.25%,-45.51%,0.53,13.29,345,49.86%,23.47%,59.12%,11.98%,241.42,64.10,2.85,15.88%,2.28,96.21%,131.56%,96.32%,132.78%,63.55%,17.82%,14.96%,12.89%,8.42%,-45.51%,-25.51%,-24.95%,-8.73%,-5.49%,2.78,0.76,225,150,10,0.025,37,235
0954,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$67821667,True,28.52%,-28.98%,0.98,9.29,414,53.86%,21.10%,49.11%,11.62%,192.13,54.19,2.27,17.03%,2.50,97.04%,127.25%,97.14%,133.34%,12.11%,3.88%,8.96%,16.52%,10.73%,-28.98%,-27.54%,-26.99%,-6.44%,-3.98%,4.43,1.02,175,150,10,0.03,52,200
0953,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$101783936,True,30.56%,-28.75%,1.06,10.23,389,52.96%,22.66%,53.97%,12.58%,200.92,62.86,2.69,18.70%,2.42,99.07%,129.67%,99.13%,135.45%,55.17%,15.77%,14.24%,20.92%,13.50%,-28.75%,-25.77%,-25.69%,-7.33%,-5.10%,4.17,1.14,175,225,10,0.035,52,200
0952,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$115462907,True,31.19%,-32.24%,0.97,10.6,381,55.12%,23.99%,53.42%,12.16%,197.54,65.30,2.75,18.66%,2.44,97.21%,129.27%,97.27%,134.96%,53.25%,15.29%,12.76%,21.24%,13.70%,-32.24%,-30.14%,-26.81%,-7.40%,-5.05%,4.21,1.05,175,225,8,0.035,52,225
0951,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$115462907,True,31.19%,-32.24%,0.97,10.6,381,55.12%,23.99%,53.42%,12.16%,197.54,65.30,2.75,18.66%,2.44,97.21%,129.27%,97.27%,134.96%,53.25%,15.29%,12.76%,21.24%,13.70%,-32.24%,-30.14%,-26.81%,-7.40%,-5.05%,4.21,1.05,175,225,8,0.035,52,195
0950,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$165045797,True,33.00%,-28.08%,1.18,9.67,384,54.69%,24.91%,55.45%,11.95%,201.22,62.21,3.11,18.70%,2.60,98.25%,129.68%,98.31%,135.81%,56.89%,16.20%,16.52%,23.00%,14.80%,-28.08%,-28.05%,-25.02%,-6.82%,-4.51%,4.84,1.22,175,225,12,0.035,52,195
0949,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$23604332,True,23.42%,-29.09%,0.80,8.83,510,50.78%,13.83%,33.94%,6.92%,158.37,44.63,2.78,12.86%,2.72,95.17%,126.74%,95.36%,133.83%,28.98%,8.85%,9.18%,11.45%,7.49%,-29.09%,-20.60%,-19.88%,-5.62%,-2.62%,4.17,1.01,150,250,12,0.02,47,195
0948,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$23604332,True,23.42%,-29.09%,0.80,8.83,510,50.78%,13.83%,33.94%,6.92%,158.37,44.63,2.78,12.86%,2.72,95.17%,126.74%,95.36%,133.83%,28.98%,8.85%,9.18%,11.45%,7.49%,-29.09%,-20.60%,-19.88%,-5.62%,-2.62%,4.17,1.01,150,250,12,0.02,52,195
0947,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$28417511,True,24.30%,-29.60%,0.82,9.38,508,50.59%,14.83%,36.43%,7.29%,159.42,45.74,2.44,13.15%,2.76,94.61%,130.17%,94.80%,135.90%,18.16%,5.72%,4.65%,11.75%,7.69%,-29.60%,-21.22%,-18.29%,-6.17%,-3.29%,3.94,1.05,150,250,9,0.02,52,195
0946,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$28417511,True,24.30%,-29.60%,0.82,9.38,508,50.59%,14.83%,36.43%,7.29%,159.42,45.74,2.44,13.15%,2.76,94.61%,130.17%,94.80%,135.90%,18.16%,5.72%,4.65%,11.75%,7.69%,-29.60%,-21.22%,-18.29%,-6.17%,-3.29%,3.94,1.05,150,225,9,0.02,42,195
0945,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,$28417511,True,24.30%,-29.60%,0.82,9.38,508,50.59%,14.83%,36.43%,7.29%,159.42,45.74,2.44,13.15%,2.76,94.61%,130.17%,94.80%,135.90%,18.16%,5.72%,4.65%,11.75%,7.69%,-29.60%,-21.22%,-18.29%,-6.17%,-3.29%,3.94,1.05,150,225,9,0.02,47,235
0944,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29254500,True,24.44%,-38.77%,0.63,12.21,374,51.60%,20.99%,52.93%,13.07%,208.80,65.14,2.33,17.22%,2.11,96.49%,125.87%,96.58%,135.43%,47.73%,13.89%,9.17%,11.94%,7.81%,-38.77%,-28.25%,-26.11%,-8.53%,-5.97%,2.86,0.79,200,225,9,0.03,47,235
0943,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$29254500,True,24.44%,-38.77%,0.63,12.21,374,51.60%,20.99%,52.93%,13.07%,208.80,65.14,2.33,17.22%,2.11,96.49%,125.87%,96.58%,135.43%,47.73%,13.89%,9.17%,11.94%,7.81%,-38.77%,-28.25%,-26.11%,-8.53%,-5.97%,2.86,0.79,200,225,9,0.03,47,170
0942,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$61371123,True,28.03%,-27.12%,1.03,9.59,416,53.37%,21.07%,49.83%,11.85%,190.51,55.58,2.32,17.42%,2.39,96.94%,126.24%,97.05%,133.74%,14.27%,4.55%,8.41%,16.32%,10.61%,-27.12%,-26.37%,-24.43%,-6.77%,-4.34%,4.14,1.08,175,225,9,0.03,47,170
0941,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,150,11,0.03,47,200
0940,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,150,11,0.03,52,200
0939,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,$26427599,True,23.96%,-37.82%,0.63,12.83,344,50.29%,22.59%,57.98%,13.22%,239.36,71.87,2.89,17.28%,2.13,98.07%,132.24%,98.16%,141.81%,65.43%,18.27%,17.16%,15.96%,10.37%,-37.82%,-34.91%,-31.97%,-8.97%,-5.69%,2.67,0.69,225,150,11,0.03,52,180
0938,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$30964878,True,24.85%,-43.45%,0.57,13.82,297,57.58%,28.50%,60.16%,14.46%,252.19,85.27,3.38,16.51%,2.26,95.21%,124.07%,95.28%,132.50%,85.10%,22.78%,16.27%,16.15%,10.50%,-43.45%,-32.78%,-30.22%,-9.55%,-6.08%,2.60,0.70,250,150,11,0.03,52,180
0937,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$30964878,True,24.85%,-43.45%,0.57,13.82,297,57.58%,28.50%,60.16%,14.46%,252.19,85.27,3.38,16.51%,2.26,95.21%,124.07%,95.28%,132.50%,85.10%,22.78%,16.27%,16.15%,10.50%,-43.45%,-32.78%,-30.22%,-9.55%,-6.08%,2.60,0.70,250,150,11,0.03,52,250
0936,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$30964878,True,24.85%,-43.45%,0.57,13.82,297,57.58%,28.50%,60.16%,14.46%,252.19,85.27,3.38,16.51%,2.26,95.21%,124.07%,95.28%,132.50%,85.10%,22.78%,16.27%,16.15%,10.50%,-43.45%,-32.78%,-30.22%,-9.55%,-6.08%,2.60,0.70,250,150,11,0.03,52,235
0935,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$21099792,True,23.01%,-34.40%,0.67,10.67,311,53.38%,24.10%,54.84%,11.09%,252.11,78.34,3.41,15.86%,2.19,94.38%,127.86%,94.49%,133.55%,63.54%,17.82%,17.00%,15.90%,10.33%,-34.40%,-24.79%,-24.72%,-7.40%,-4.68%,3.11,0.82,250,150,8,0.025,42,235
0934,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$31280260,True,24.90%,-34.75%,0.72,11.3,288,57.64%,27.91%,57.08%,11.77%,256.69,76.39,4.02,14.88%,2.53,93.82%,122.11%,93.91%,129.39%,102.21%,26.45%,19.99%,17.33%,11.24%,-34.75%,-23.60%,-22.37%,-7.70%,-4.21%,3.23,0.93,250,150,11,0.025,42,235
0933,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,$25203433,True,23.86%,-47.75%,0.50,14.92,303,53.14%,27.27%,66.25%,16.92%,256.60,89.06,2.54,19.44%,1.86,97.82%,133.28%,97.86%,140.61%,54.17%,15.52%,14.10%,15.47%,10.06%,-47.75%,-31.02%,-28.66%,-10.87%,-8.29%,2.20,0.67,250,200,11,0.035,42,235
