Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0247,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 47035020,TRUE,26.75%,-51.72%,0.52,13.96,430,46.28%,19.22%,56.36%,12.77%,202.79,54.03,2.08,21.21%,1.85,97.95%,133.89%,97.97%,167.55%,35.63%,10.69%,10.93%,16.70%,10.85%,-51.72%,-31.47%,-30.37%,-10.10%,-7.50%,2.65,0.71,175,250,12,0.04
0246,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 18264929,TRUE,22.25%,-35.86%,0.62,13.96,512,40.82%,14.45%,52.83%,12.01%,183.55,47.91,1.7,19.34%,1.74,97.58%,127.94%,97.60%,132.81%,44.54%,13.07%,7.70%,12.18%,7.96%,-35.86%,-35.75%,-31.27%,-10.23%,-7.41%,2.18,0.65,150,250,12,0.04
0245,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 31506323,TRUE,24.90%,-44.15%,0.56,14.67,294,52.38%,27.70%,67.50%,16.07%,272.36,87.74,3.6,20.24%,1.83,98.00%,140.26%,98.01%,164.76%,112.96%,28.66%,19.99%,22.67%,14.60%,-44.15%,-40.36%,-35.66%,-10.78%,-8.16%,2.31,0.62,250,225,12,0.04
0244,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 7330842,TRUE,18.06%,-49.89%,0.36,16.19,355,45.63%,16.37%,54.68%,15.79%,244.84,75.53,1.73,20.01%,1.41,99.24%,131.39%,99.27%,142.85%,7.81%,2.54%,1.78%,8.91%,5.86%,-49.89%,-36.59%,-36.24%,-11.92%,-8.78%,1.52,0.44,225,225,12,0.04
0243,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 25287260,TRUE,23.78%,-39.37%,0.6,13.54,372,49.46%,19.40%,53.15%,13.64%,215.37,67.84,2.7,19.32%,1.85,97.74%,134.67%,97.78%,144.01%,63.41%,17.79%,12.83%,20.13%,13.00%,-39.37%,-33.93%,-30.35%,-10.00%,-7.47%,2.38,0.69,200,225,12,0.04
0242,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 67516112,TRUE,28.53%,-47.14%,0.61,13.31,426,49.30%,20.07%,53.41%,12.35%,197.16,53.86,2.36,20.78%,2.02,98.02%,137.10%,98.05%,159.31%,53.52%,15.36%,11.82%,18.74%,12.13%,-47.14%,-31.09%,-28.31%,-9.50%,-6.75%,3,0.8,175,225,12,0.04
0241,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 59146462,TRUE,27.84%,-34.08%,0.82,12.44,493,45.23%,17.32%,52.80%,11.97%,176.96,52.25,1.95,20.30%,2.02,98.57%,127.95%,98.60%,131.07%,31.20%,9.47%,8.12%,18.63%,12.06%,-34.08%,-30.18%,-30.09%,-9.21%,-7.23%,3.02,0.89,150,225,12,0.04
0240,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 49126306,TRUE,27.06%,-46.81%,0.58,16.37,293,52.90%,34.07%,79.12%,16.54%,268.9,89.56,2.72,22.18%,1.86,98.90%,137.13%,98.91%,151.12%,69.15%,19.15%,14.98%,18.53%,12.00%,-46.81%,-37.20%,-37.08%,-12.10%,-9.46%,2.24,0.67,250,200,12,0.04
0239,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 44478168,TRUE,26.49%,-48.42%,0.55,14.46,327,50.46%,25.65%,65.67%,15.11%,252.12,78.69,2.87,20.99%,1.91,99.17%,134.91%,99.20%,141.69%,47.79%,13.91%,15.98%,22.36%,14.40%,-48.42%,-36.16%,-31.93%,-10.34%,-7.36%,2.56,0.68,225,200,12,0.04
0238,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 83426117,TRUE,29.58%,-53.20%,0.56,17.97,345,52.17%,26.22%,63.26%,14.18%,228.52,72.95,2.74,21.46%,2.03,98.75%,140.53%,98.77%,152.84%,69.61%,19.26%,15.51%,17.62%,11.43%,-53.20%,-51.03%,-30.28%,-12.39%,-8.58%,2.39,0.66,200,200,12,0.04
0237,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 99235056,TRUE,30.45%,-46.75%,0.65,13.72,401,50.62%,23.10%,57.97%,12.66%,202.04,61.62,2.35,21.55%,2.06,98.37%,138.19%,98.40%,152.77%,57.66%,16.39%,15.08%,18.14%,11.76%,-46.75%,-36.24%,-33.22%,-9.72%,-6.90%,3.13,0.79,175,200,12,0.04
0236,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 60016392,TRUE,27.91%,-32.16%,0.87,12.11,483,45.13%,18.01%,54.14%,11.71%,183.67,53.08,1.98,19.85%,2.11,99.17%,129.40%,99.22%,134.06%,36.79%,11.01%,6.46%,17.78%,11.53%,-32.16%,-29.70%,-29.50%,-9.12%,-7.12%,3.06,0.92,150,200,12,0.04
0235,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 66814988,TRUE,28.60%,-45.69%,0.63,16.87,283,54.06%,36.69%,81.03%,15.50%,267.83,98.99,2.96,22.65%,1.9,98.76%,133.78%,98.78%,155.69%,68.42%,18.98%,12.55%,19.14%,12.38%,-45.69%,-42.72%,-38.89%,-12.29%,-9.14%,2.33,0.67,250,175,12,0.04
0234,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 24742507,TRUE,23.65%,-47.59%,0.5,14.76,332,53.31%,21.22%,53.27%,15.37%,235.86,80.9,2.29,20.56%,1.77,98.82%,130.43%,98.85%,142.93%,31.77%,9.63%,6.26%,14.58%,9.50%,-47.59%,-35.91%,-33.93%,-10.84%,-8.48%,2.18,0.6,225,175,12,0.04
0233,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 56898355,TRUE,27.66%,-42.92%,0.64,13.35,340,52.06%,23.97%,58.96%,14.02%,233.53,71.67,3.06,19.66%,2.08,98.06%,130.71%,98.09%,139.50%,77.39%,21.05%,14.18%,20.46%,13.21%,-42.92%,-33.88%,-29.65%,-9.56%,-7.01%,2.89,0.78,200,175,12,0.04
0232,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64750120,TRUE,28.30%,-35.56%,0.8,10.85,399,53.13%,20.54%,49.76%,12.59%,196.44,61.38,2.51,19.62%,2.12,98.27%,135.16%,98.31%,139.22%,62.89%,17.66%,13.51%,16.75%,10.88%,-35.56%,-29.75%,-28.81%,-7.78%,-5.65%,3.64,0.9,175,175,12,0.04
0231,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 64479898,TRUE,28.24%,-35.51%,0.8,12.52,474,48.31%,18.28%,50.94%,12.24%,180.85,50.29,2.07,19.76%,2.17,98.15%,128.07%,98.19%,131.52%,58.79%,16.66%,8.71%,19.13%,12.38%,-35.51%,-31.54%,-26.96%,-9.29%,-7.31%,3.04,0.9,150,175,12,0.04
0230,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 46425864,TRUE,26.80%,-50.48%,0.53,17.52,286,51.75%,34.49%,80.86%,15.25%,269.28,98.55,2.83,22.85%,1.79,98.87%,146.32%,98.90%,154.01%,61.08%,17.22%,11.39%,15.03%,9.78%,-50.48%,-40.56%,-37.96%,-12.83%,-9.90%,2.09,0.62,250,150,12,0.04
0229,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 14571308,TRUE,21.18%,-50.85%,0.42,17.25,329,50.46%,20.64%,57.37%,16.77%,246.57,80.06,2.27,20.59%,1.6,98.75%,136.88%,98.79%,148.72%,65.16%,18.20%,11.52%,12.95%,8.46%,-50.85%,-41.38%,-37.56%,-12.88%,-10.81%,1.64,0.49,225,150,12,0.04
0228,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 71027034,TRUE,28.77%,-34.53%,0.83,12.29,335,54.03%,25.73%,60.03%,14.58%,225.43,75.34,3.39,20.13%,2.12,97.07%,134.87%,97.10%,144.72%,62.34%,17.53%,15.43%,23.50%,15.11%,-34.53%,-33.23%,-30.73%,-9.04%,-6.87%,3.18,0.88,200,150,12,0.04
0227,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 180300224,TRUE,33.46%,-40.43%,0.83,11.82,386,52.33%,27.24%,64.17%,13.30%,203.83,66.37,3.25,21.68%,2.24,98.82%,138.25%,98.86%,145.84%,47.92%,13.94%,18.34%,22.68%,14.60%,-40.43%,-34.12%,-33.67%,-8.41%,-5.67%,3.98,0.93,175,150,12,0.04
0226,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 133960358,TRUE,31.90%,-32.39%,0.98,11.7,459,48.15%,20.83%,55.95%,11.78%,179.66,58.6,2.74,20.44%,2.31,98.84%,139.50%,98.89%,142.08%,69.99%,19.35%,17.75%,26.42%,16.92%,-32.39%,-29.08%,-26.32%,-8.51%,-6.18%,3.75,1.09,150,150,12,0.04
0225,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 25704837,TRUE,23.93%,-41.91%,0.57,14.3,299,49.83%,26.71%,68.22%,14.52%,275.85,84.63,2.65,19.16%,1.89,98.40%,139.04%,98.41%,160.08%,70.25%,19.41%,11.54%,19.82%,12.81%,-41.91%,-34.71%,-33.46%,-10.45%,-7.47%,2.29,0.65,250,250,11,0.04
0224,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 12802036,TRUE,20.59%,-46.26%,0.45,16.43,348,45.98%,19.59%,60.47%,15.20%,251.06,74.48,2.02,20.23%,1.56,99.54%,163.52%,99.57%,169.59%,38.44%,11.45%,6.28%,15.04%,9.79%,-46.26%,-38.29%,-33.80%,-12.27%,-9.33%,1.68,0.52,225,250,11,0.04
0223,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 14372889,TRUE,21.12%,-41.23%,0.51,14.75,386,47.67%,17.36%,52.02%,14.21%,217.9,62.99,2.18,19.61%,1.64,98.19%,130.93%,98.21%,147.86%,63.90%,17.90%,11.53%,14.76%,9.61%,-41.23%,-32.57%,-31.42%,-11.22%,-9.26%,1.88,0.6,200,250,11,0.04
0222,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 26633146,TRUE,24.02%,-49.47%,0.49,16.15,436,45.64%,17.46%,53.17%,12.52%,199.19,54.35,1.97,20.50%,1.74,96.25%,127.81%,96.28%,156.31%,38.01%,11.34%,10.94%,12.48%,8.16%,-49.47%,-36.81%,-31.91%,-12.10%,-9.43%,1.99,0.61,175,250,11,0.04
0221,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 26074350,TRUE,23.92%,-43.03%,0.56,14.11,514,40.08%,15.40%,55.80%,11.62%,184.5,48.88,1.7,20.16%,1.8,98.17%,144.18%,98.19%,153.59%,35.05%,10.53%,5.80%,11.99%,7.84%,-43.03%,-30.68%,-29.49%,-10.33%,-7.69%,2.32,0.7,150,250,11,0.04
0220,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 30514324,TRUE,24.75%,-44.56%,0.56,15.05,298,51.34%,27.12%,67.98%,15.99%,273.44,85.34,3.25,20.27%,1.83,98.47%,140.26%,98.49%,164.76%,106.20%,27.28%,19.02%,22.36%,14.40%,-44.56%,-40.36%,-35.66%,-11.06%,-8.18%,2.24,0.62,250,225,11,0.04
0219,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 5962697,TRUE,17.14%,-54.77%,0.31,17.68,358,44.69%,15.51%,54.03%,15.61%,245.19,75.32,1.7,20.08%,1.34,99.11%,133.89%,99.14%,142.85%,8.99%,2.91%,1.48%,7.86%,5.18%,-54.77%,-36.07%,-35.54%,-12.86%,-9.13%,1.33,0.41,225,225,11,0.04
0218,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 19158704,TRUE,22.47%,-39.40%,0.57,14.51,379,47.49%,18.18%,53.37%,13.65%,215.12,68.48,2.23,19.51%,1.74,97.90%,134.67%,97.94%,144.01%,50.88%,14.69%,6.29%,15.62%,10.16%,-39.40%,-33.93%,-30.35%,-11.02%,-9.18%,2.04,0.65,200,225,11,0.04
0217,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 69229947,TRUE,28.65%,-48.32%,0.59,14.18,421,49.17%,20.48%,54.25%,12.19%,200.05,55.07,2.38,20.89%,2.02,97.55%,137.10%,97.59%,153.04%,52.26%,15.04%,11.73%,17.58%,11.40%,-48.32%,-33.20%,-30.87%,-10.22%,-7.21%,2.8,0.76,175,225,11,0.04
0216,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 51849947,TRUE,27.20%,-38.87%,0.7,13.24,496,44.96%,16.91%,51.92%,11.69%,175.69,51.89,1.97,19.83%,2.03,98.12%,130.73%,98.16%,134.05%,29.94%,9.12%,8.51%,18.61%,12.05%,-38.87%,-29.64%,-27.51%,-9.67%,-7.30%,2.81,0.85,150,225,11,0.04
0215,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 49109131,TRUE,27.06%,-47.16%,0.57,16.17,294,52.72%,34.25%,79.86%,16.61%,267.42,90.02,2.5,22.19%,1.87,98.82%,137.13%,98.84%,151.12%,49.23%,14.28%,11.28%,18.49%,11.97%,-47.16%,-37.08%,-36.90%,-11.90%,-9.07%,2.27,0.67,250,200,11,0.04
0214,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 43175283,TRUE,26.34%,-49.26%,0.53,15.11,328,50.00%,25.66%,66.34%,15.02%,252.1,79.96,2.8,21.26%,1.88,99.18%,134.91%,99.21%,144.59%,45.55%,13.33%,15.20%,21.71%,13.99%,-49.26%,-36.50%,-36.48%,-10.93%,-8.27%,2.41,0.65,225,200,11,0.04
0213,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 104484081,TRUE,30.71%,-51.03%,0.6,16.68,346,51.16%,26.98%,66.01%,13.90%,233.62,70.93,2.83,21.49%,2.11,98.79%,141.69%,98.81%,152.83%,67.54%,18.77%,14.68%,19.96%,12.90%,-51.03%,-45.08%,-32.69%,-11.84%,-8.28%,2.59,0.72,200,200,11,0.04
0212,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 103548556,TRUE,30.66%,-46.75%,0.66,13.84,401,50.87%,23.20%,57.91%,12.75%,200.31,63.09,2.38,21.51%,2.09,98.35%,138.19%,98.37%,152.77%,64.58%,18.07%,13.28%,18.37%,11.90%,-46.75%,-35.75%,-30.86%,-9.94%,-7.29%,3.09,0.81,175,200,11,0.04
0211,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 65998016,TRUE,28.38%,-40.96%,0.69,13.78,483,45.55%,18.67%,55.13%,11.83%,183.33,52.73,1.94,21.14%,2,99.22%,129.41%,99.26%,138.37%,37.77%,11.27%,6.88%,16.69%,10.84%,-40.96%,-33.24%,-27.33%,-10.39%,-8.51%,2.73,0.84,150,200,11,0.04
0210,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 81097937,TRUE,29.57%,-47.39%,0.62,16.99,280,54.64%,38.58%,83.81%,15.91%,270.85,100.41,3.13,22.64%,1.97,98.93%,134.04%,98.95%,153.54%,84.84%,22.72%,14.66%,20.28%,13.10%,-47.39%,-39.64%,-38.36%,-12.34%,-9.27%,2.4,0.71,250,175,11,0.04
0209,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 21506120,TRUE,22.99%,-49.19%,0.47,15.24,333,53.45%,20.73%,52.29%,15.52%,235.5,79.29,2.26,20.63%,1.72,98.89%,130.43%,98.92%,142.93%,29.70%,9.05%,7.24%,13.72%,8.95%,-49.19%,-36.05%,-34.72%,-11.18%,-8.73%,2.06,0.57,225,175,11,0.04
0208,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 49732388,TRUE,27.01%,-42.77%,0.63,13.81,344,51.74%,23.24%,58.31%,14.35%,231.8,70.72,2.75,19.98%,2.01,98.15%,131.48%,98.18%,144.25%,59.57%,16.85%,11.67%,19.01%,12.30%,-42.77%,-34.77%,-31.19%,-10.05%,-7.80%,2.69,0.75,200,175,11,0.04
0207,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 68279485,TRUE,28.56%,-32.57%,0.88,11.69,397,52.90%,20.60%,50.38%,12.83%,196.56,62.95,2.56,20.55%,2.05,98.41%,128.92%,98.45%,136.95%,59.71%,16.89%,12.42%,17.43%,11.30%,-32.57%,-32.23%,-31.90%,-8.58%,-6.52%,3.33,0.89,175,175,11,0.04
0206,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 66893680,TRUE,28.42%,-33.33%,0.85,12.12,474,48.31%,18.39%,51.17%,12.24%,180.68,50.23,2.04,19.79%,2.18,98.09%,129.53%,98.13%,134.23%,59.59%,16.86%,8.97%,18.59%,12.04%,-33.33%,-29.64%,-26.96%,-9.06%,-7.29%,3.14,0.95,150,175,11,0.04
0205,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 52990715,TRUE,27.44%,-48.19%,0.57,16.86,288,52.08%,34.57%,80.26%,15.10%,266.31,98.71,2.87,22.62%,1.85,99.22%,139.87%,99.25%,154.00%,58.90%,16.69%,11.09%,16.40%,10.65%,-48.19%,-40.56%,-36.88%,-12.38%,-9.45%,2.22,0.66,250,150,11,0.04
0204,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 14433517,TRUE,21.13%,-48.34%,0.44,16.19,332,50.60%,20.15%,56.04%,16.62%,242.1,80.39,2.32,20.46%,1.6,99.35%,138.45%,99.40%,153.70%,53.95%,15.47%,9.83%,13.20%,8.62%,-48.34%,-38.79%,-38.00%,-12.10%,-9.89%,1.75,0.51,225,150,11,0.04
0203,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 60935980,TRUE,28.01%,-38.17%,0.73,13.71,344,52.62%,24.48%,59.52%,14.43%,224.99,74.04,2.84,20.41%,2.05,97.83%,134.64%,97.87%,148.83%,58.17%,16.51%,12.21%,20.52%,13.25%,-38.17%,-34.63%,-31.27%,-10.10%,-7.83%,2.77,0.81,200,150,11,0.04
0202,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 190835078,TRUE,33.75%,-41.59%,0.81,11.81,384,53.39%,27.40%,63.08%,13.45%,201.64,65.88,3.05,21.62%,2.26,98.36%,139.50%,98.40%,148.86%,50.68%,14.64%,16.17%,22.50%,14.48%,-41.59%,-33.67%,-32.45%,-8.48%,-6.00%,3.98,0.94,175,150,11,0.04
0201,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 189838700,TRUE,33.68%,-43.66%,0.77,13.07,459,48.37%,22.26%,58.81%,11.98%,180.5,56.98,2.79,21.34%,2.31,98.69%,143.55%,98.73%,153.59%,69.03%,19.12%,16.56%,26.31%,16.85%,-43.66%,-36.00%,-28.64%,-9.48%,-6.91%,3.55,0.93,150,150,11,0.04
0200,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 76534847,TRUE,29.25%,-43.30%,0.68,14.5,290,50.69%,37.29%,87.94%,14.78%,283.8,85.66,2.72,21.95%,2.01,99.79%,142.08%,99.79%,165.26%,65.35%,18.25%,11.60%,19.72%,12.75%,-43.30%,-38.14%,-33.30%,-10.61%,-7.65%,2.76,0.76,250,250,10,0.04
0199,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 11076836,TRUE,19.92%,-43.75%,0.46,15.58,352,44.03%,19.07%,62.32%,14.96%,253.61,74.48,1.87,20.49%,1.52,99.73%,162.52%,99.75%,168.54%,23.90%,7.41%,3.64%,13.48%,8.80%,-43.75%,-38.41%,-34.12%,-11.93%,-9.98%,1.67,0.51,225,250,10,0.04
0198,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 15001162,TRUE,21.32%,-47.07%,0.45,14.93,390,46.92%,17.16%,52.18%,13.80%,216.54,62.81,2.23,19.68%,1.65,98.25%,131.37%,98.28%,147.86%,82.63%,22.23%,14.15%,14.47%,9.43%,-47.07%,-32.57%,-31.42%,-11.12%,-8.82%,1.92,0.58,200,250,10,0.04
0197,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 32288291,TRUE,24.93%,-50.76%,0.49,15.79,431,45.01%,18.11%,55.31%,12.33%,202.47,55.98,2.14,20.83%,1.78,96.64%,136.94%,96.67%,166.50%,56.11%,16.01%,14.08%,13.76%,8.97%,-50.76%,-36.81%,-31.53%,-11.66%,-9.06%,2.14,0.63,175,250,10,0.04
0196,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 56254022,TRUE,27.63%,-44.30%,0.62,14.02,505,41.78%,17.32%,57.55%,11.56%,184.01,48.74,2.14,20.83%,1.98,98.53%,140.56%,98.55%,150.24%,63.42%,17.79%,13.46%,21.69%,13.98%,-44.30%,-41.46%,-29.64%,-9.90%,-7.05%,2.79,0.72,150,250,10,0.04
0195,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 68964679,TRUE,28.73%,-46.95%,0.61,15.67,295,50.17%,36.46%,88.18%,15.62%,279.76,87.64,2.99,22.54%,1.92,98.69%,139.10%,98.70%,161.59%,92.29%,24.35%,14.90%,19.37%,12.53%,-46.95%,-38.47%,-34.86%,-11.46%,-8.62%,2.51,0.72,250,225,10,0.04
0194,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 8403896,TRUE,18.67%,-54.72%,0.34,17.63,360,45.00%,16.62%,56.40%,15.94%,245.1,73.98,1.74,20.58%,1.41,99.98%,137.74%,100.02%,144.70%,17.93%,5.65%,3.21%,9.10%,5.98%,-54.72%,-36.22%,-34.74%,-13.00%,-10.19%,1.44,0.45,225,225,10,0.04
0193,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 31240910,TRUE,24.78%,-43.00%,0.58,14.73,372,48.39%,20.10%,56.24%,13.77%,218.71,68.65,3,20.10%,1.85,98.63%,131.87%,98.67%,148.18%,112.94%,28.65%,17.66%,20.14%,13.01%,-43.00%,-33.93%,-33.35%,-10.81%,-8.03%,2.29,0.67,200,225,10,0.04
0192,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 86594836,TRUE,29.77%,-46.45%,0.64,13.57,417,48.92%,21.33%,56.35%,12.21%,202.11,55.56,2.44,20.97%,2.08,97.50%,132.74%,97.54%,145.02%,51.25%,14.79%,13.51%,18.33%,11.88%,-46.45%,-33.20%,-30.34%,-9.70%,-6.57%,3.07,0.81,175,225,10,0.04
0191,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 74256592,TRUE,28.97%,-43.18%,0.67,14.44,498,46.18%,17.95%,52.81%,11.96%,174.4,49.36,1.97,20.58%,2.08,98.65%,137.97%,98.68%,141.49%,37.91%,11.31%,9.48%,19.23%,12.44%,-43.18%,-41.84%,-29.64%,-10.33%,-7.65%,2.8,0.76,150,225,10,0.04
0190,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 46423912,TRUE,26.78%,-47.17%,0.57,15.77,294,53.74%,30.69%,70.83%,15.95%,264.32,91.04,3.02,21.80%,1.87,98.58%,131.31%,98.60%,150.52%,65.71%,18.33%,13.66%,19.81%,12.80%,-47.17%,-37.05%,-35.26%,-11.59%,-8.89%,2.31,0.67,250,200,10,0.04
0189,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23542347,TRUE,23.44%,-54.78%,0.43,16.7,334,50.30%,22.47%,60.11%,15.62%,247.15,77.09,2.37,21.09%,1.71,98.17%,135.16%,98.19%,144.59%,32.83%,9.93%,13.04%,17.67%,11.46%,-54.78%,-36.48%,-33.70%,-12.01%,-9.05%,1.95,0.56,225,200,10,0.04
0188,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 51402921,TRUE,27.19%,-51.05%,0.53,18.19,350,49.71%,24.13%,62.82%,14.13%,229.93,72.93,2.44,21.50%,1.88,97.97%,143.58%,97.98%,152.83%,87.76%,23.37%,13.32%,12.78%,8.35%,-51.05%,-51.03%,-35.12%,-13.14%,-9.60%,2.07,0.59,200,200,10,0.04
0187,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 111125672,TRUE,31.02%,-46.43%,0.67,13.39,400,51.50%,23.38%,57.51%,12.87%,199.51,63.2,2.32,21.46%,2.11,98.70%,137.24%,98.72%,152.77%,57.56%,16.36%,12.20%,17.92%,11.62%,-46.43%,-34.32%,-31.09%,-9.58%,-6.98%,3.24,0.83,175,200,10,0.04
0186,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 80965524,TRUE,29.39%,-40.96%,0.72,13,484,47.31%,18.99%,53.24%,11.76%,177.62,52.93,2.06,21.24%,2.06,98.90%,127.78%,98.93%,138.38%,40.82%,12.09%,9.22%,18.85%,12.20%,-40.96%,-32.57%,-29.89%,-9.74%,-7.58%,3.02,0.85,150,200,10,0.04
0185,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 69879855,TRUE,28.83%,-47.17%,0.61,16.64,290,53.79%,35.12%,79.01%,15.97%,262.6,98.94,3.09,23.10%,1.89,98.83%,135.64%,98.86%,154.15%,85.63%,22.90%,14.11%,20.47%,13.22%,-47.17%,-41.45%,-37.42%,-12.08%,-9.39%,2.39,0.69,250,175,10,0.04
0184,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 15579496,TRUE,21.48%,-48.44%,0.44,15.65,339,51.92%,19.46%,51.90%,15.57%,232.22,80.25,2.07,20.69%,1.62,98.40%,130.22%,98.43%,142.03%,26.59%,8.18%,5.04%,11.76%,7.69%,-48.44%,-38.06%,-36.79%,-11.65%,-9.51%,1.84,0.52,225,175,10,0.04
0183,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 42912113,TRUE,26.29%,-50.75%,0.52,15.06,348,50.29%,22.68%,58.85%,13.90%,232.95,70.64,2.81,19.86%,1.97,98.09%,131.48%,98.12%,144.28%,72.62%,19.96%,13.53%,17.80%,11.54%,-50.75%,-34.77%,-31.19%,-10.74%,-8.21%,2.45,0.68,200,175,10,0.04
0182,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 78049360,TRUE,29.22%,-32.55%,0.9,10.91,399,53.88%,21.03%,50.02%,12.84%,193.89,62.09,2.4,20.28%,2.12,98.39%,129.90%,98.43%,134.77%,48.21%,14.01%,9.88%,15.61%,10.15%,-32.55%,-31.95%,-29.26%,-8.01%,-6.12%,3.65,0.93,175,175,10,0.04
0181,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 65505330,TRUE,28.32%,-31.58%,0.9,11.85,472,48.94%,18.46%,50.72%,12.47%,179.45,50.03,2.37,19.54%,2.19,98.41%,126.95%,98.44%,132.62%,88.73%,23.58%,14.44%,22.20%,14.30%,-31.58%,-26.96%,-25.89%,-8.91%,-7.03%,3.18,1.01,150,175,10,0.04
0180,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 36557726,TRUE,25.63%,-54.39%,0.47,18.26,289,51.56%,33.45%,79.90%,15.99%,270.05,96.04,2.64,22.33%,1.76,99.21%,147.86%,99.24%,152.89%,63.85%,17.89%,10.84%,14.03%,9.15%,-54.39%,-43.22%,-37.52%,-13.29%,-9.98%,1.93,0.57,250,150,10,0.04
